id,title,safety_score,published,canonical_url,safety_reasons
doc-26af8b3f81e3,Khmer eKYC OCR API — AI-Powered Identity Document Recognition Cambodian Citizens,-1,2026-08-03,https://ai.techostartup.center/ocr,-oecd-only
doc-6eaaf9b5816d,브라질 · Aurora – Institutional AI Cognitive Infrastructure (Subnational: State Rio Grande do Sul),1,2026-08-03,https://aurora.mprs.mp.br/mprs/home,-oecd-only;+transpar|투명|explainab|설명\s*가
doc-39f2cf41a247,영국 · AI 기회 행동계획: 정부 답변,-1,2026-07-30,https://www.gov.uk/government/publications/ai-opportunities-action-plan-government-response/ai-opportunities-action-plan-government-response,+mofa;+regulat|규제;-startup|스타트업|smes?\b|중소기업;-gdp|생산성|productivity|growth\;-industry-heavy
doc-399ba9813be9,영국 · UK 국가 AI Infrastructure 로드맵,-3,2026-07-30,https://www.gov.uk/government/publications/uk-compute-roadmap,-oecd-only;+frontier\s*ai|프론티어|advanced\;-startup|스타트업|smes?\b|중소기업;-cluster|허브\s*조성|sandbox(?!.*;-industry-heavy
doc-e0ae92346808,일본 · R&D Tax Credit 시스템,-4,2026-07-30,https://stripe.com/en-fr/resources/more/r-and-d-tax-in-japan,-oecd-only;-startup|스타트업|smes?\b|중소기업;-industry-heavy
doc-07116944780e,영국 · Backing your business: our plan SMEs,-8,2026-07-30,https://www.gov.uk/government/publications/backing-your-business-our-plan-for-small-and-medium-sized-businesses,-oecd-only;+guideline|가이드라인|지침|(?<![a-z];-startup|스타트업|smes?\b|중소기업;-competitiv|경쟁력|market\s*shar;-adopt(ion)?\b|도입\s*가속|활용\s*촉;-gdp|생산성|productivity|growth\;-industry-heavy;-industry-title
doc-ce182098bf5b,일본 · 7th Basic Plan Promotion Science · 기술,0,2026-07-30,https://www8.cao.go.jp/cstp/english/index.html,-oecd-only;+\bsecurit|보안|사이버보안|cybersecu;-competitiv|경쟁력|market\s*shar
doc-331f8222df58,일본 · Open Innovation Promotion Tax 시스템,-6,2026-07-29,https://www.meti.go.jp/english/policy/economy/Technical_Promotion/,-oecd-only;-startup|스타트업|smes?\b|중소기업;-invest(ment)?\b|투자\s*유치|vent;-industry-heavy
doc-e6a1aae6d48d,일본 · IPA MITOU 프로그램,-6,2026-07-29,https://www.ipa.go.jp/en/it-talents/mitou/index.html,-oecd-only;-startup|스타트업|smes?\b|중소기업;-talent|인재\s*양성|skills\s*agen;-industry-heavy
doc-1758ec2a4fbc,일본 · DX Investment Promotion Tax Incentive,-5,2026-07-29,https://www.meti.go.jp/policy/it_policy/dx/dx_zeisei.html,-oecd-only;-invest(ment)?\b|투자\s*유치|vent;-competitiv|경쟁력|market\s*shar
doc-0749091cfa8e,외국산 첨단 로봇 장치가 초래하는 위협에 관한 국가안보 결정,6,2026-07-27,https://www.fcc.gov/sites/default/files/robots-nsd.pdf,+mofa;+\bsecurit|보안|사이버보안|cybersecu;+principle|원칙|권고|recommendati;-no-ai
doc-2990f2381725,Science: A New Golden Age 보고서,7,2026-07-21,https://www.whitehouse.gov/science/,+mofa;+guideline|가이드라인|지침|(?<![a-z];+principle|원칙|권고|recommendati;+standard|표준|iso/?iec;+transpar|투명|explainab|설명\s*가;-chip|반도체|compute\s*infr|데이터센;-industry-heavy
doc-efcb81730f45,포르투갈 · Justice Practical Guide,1,2026-07-21,https://justica.gov.pt/Servicos/Guia-pratico-da-Justica,-oecd-only;+principle|원칙|권고|recommendati
doc-7ec4179a74f4,EU Scaleup Europe Fund,-1,2026-07-21,https://eic.ec.europa.eu/eic-fund/scaleup-europe-fund_en,"-oecd-only;+(?:AI|인공지능).{0,12}(?:framewo;-invest(ment)?\b|투자\s*유치|vent"
doc-38daaf2c1812,이탈리아 · Voucher Cloud & 사이버보안,-5,2026-07-20,https://www.mimit.gov.it/it/incentivi/sostegno-alla-domanda-di-servizi-di-cloud-computing-e-cyber-security,-oecd-only;+\bsecurit|보안|사이버보안|cybersecu;-startup|스타트업|smes?\b|중소기업;-adopt(ion)?\b|도입\s*가속|활용\s*촉;-gdp|생산성|productivity|growth\;-industry-heavy
doc-e969fffdd8a2,폴란드 · Virtual assistant mObywatel,2,2026-07-20,https://info.mobywatel.gov.pl/aktualnosci/wirtualny-asystent-w-mobywatelu,-oecd-only;+\bsafety\b|안전성|안전\s*확보
doc-184b797c0b5b,프랑스 · Interministerial AI Assistant,-3,2026-07-20,https://alliance.numerique.gouv.fr/produit/produits-interminist%C3%A9riels/assistant-ia/,-oecd-only;-gdp|생산성|productivity|growth\
doc-b9f1ad6a22e9,캐나다 · Sectoral Workforce Solutions 프로그램 (AI-focused projects),-2,2026-07-20,https://www.canada.ca/en/employment-social-development/programs/sectoral-workforce-solutions-program.html,-oecd-only;-agriculture|농업\s*AI|관광|touri
doc-ae66781a308a,이탈리아 · R&D & Innovation Tax Credit 4.0,-1,2026-07-20,https://clean-energy-islands.ec.europa.eu/countries/italy/legal/other-clean-energy-supporting-policies/rdd-policies-40-research-and,-oecd-only
doc-4ef5208a6897,뉴질랜드 · 공공부문 AI Community Practice,-1,2026-07-20,https://oecd.ai/en/dashboards/policy-initiatives/public-sector-ai-community-of-practice,-oecd-only
doc-3bd79d72ba6d,이탈리아 · Piano Transizione 4.0 – Tax Credit,-3,2026-07-20,https://www.italiadomani.gov.it/en/Interventi/investimenti/transizione-4-0.html,-oecd-only;-invest(ment)?\b|투자\s*유치|vent
doc-12bf422d4ee7,이탈리아 · Nuova Sabatini Digital,-2,2026-07-20,https://www.mimit.gov.it/it/incentivi/agevolazioni-per-gli-investimenti-delle-pmi-in-beni-strumentali-nuova-sabatini,-oecd-only;+declarat|선언|convention|협약|조약;-startup|스타트업|smes?\b|중소기업;-industry-heavy
doc-cf2fe5a873a2,이탈리아 · IT4LIA AI Factory,-4,2026-07-20,https://it4lia-aifactory.eu/,-oecd-only;-startup|스타트업|smes?\b|중소기업;-industry-heavy
doc-b80516e29384,이탈리아 · Fondo di Garanzia PMI,1,2026-07-20,https://finera.it/articoli/finanza-agevolata/fondo-garanzia-pmi-cos-e-come-funziona-come-richiederlo/,-oecd-only;+\brisk\b|위험\s*관리|위험관리|고위험|hi;+standard|표준|iso/?iec;+oversight|감독|감사|audit|evalua;-startup|스타트업|smes?\b|중소기업;-invest(ment)?\b|투자\s*유치|vent;-industry-heavy
doc-3f50166cfb5c,EU Apply AI 전략,-7,2026-07-20,https://digital-strategy.ec.europa.eu/en/library/commission-communication-apply-ai-strategy,"-oecd-only;+(?:AI|인공지능).{0,12}(?:framewo;-startup|스타트업|smes?\b|중소기업;-invest(ment)?\b|투자\s*유치|vent;-adopt(ion)?\b|도입\s*가속|활용\s*촉;-agriculture|농업\s*AI|관광|touri;-industry-heavy"
doc-ff4976b843aa,캐나다 · AI Sovereign Compute Infrastructure 프로그램 (AI SCIP)/ Canadian Sovereign AI Compute 전략,-7,2026-07-20,https://ised-isde.canada.ca/site/ised/en/canadian-sovereign-ai-compute-strategy,-oecd-only;-invest(ment)?\b|투자\s*유치|vent;-competitiv|경쟁력|market\s*shar;-chip|반도체|compute\s*infr|데이터센
doc-3685aac54067,영국 · 과학을 위한 AI 전략,-3,2026-07-17,https://www.gov.uk/government/publications/ai-for-science-strategy/ai-for-science-strategy,+mofa;-competitiv|경쟁력|market\s*shar;-gdp|생산성|productivity|growth\
doc-a4cd7e76c3f2,영국 · Skills Bootcamps (AI & Digital),-1,2026-07-17,https://www.skillsforcareers.education.gov.uk/pages/training-choice/skills-bootcamp,-oecd-only;+\bsecurit|보안|사이버보안|cybersecu;-startup|스타트업|smes?\b|중소기업;-industry-heavy
doc-9a8cb7aadf2a,캐나다 · Scientific Research · Experimental Development (SR&ED) Tax Credit,-3,2026-07-17,https://www.canada.ca/en/revenue-agency/services/scientific-research-experimental-development-tax-incentive-program.html,-oecd-only;-invest(ment)?\b|투자\s*유치|vent
doc-344f7f96328d,캐나다 · Scale AI Supercluster (Supply Chains · Logistics Excellence AI),-10,2026-07-17,https://www.scaleai.ca/,-oecd-only;-startup|스타트업|smes?\b|중소기업;-invest(ment)?\b|투자\s*유치|vent;-adopt(ion)?\b|도입\s*가속|활용\s*촉;-cluster|허브\s*조성|sandbox(?!.*;-industry-heavy
doc-7fccf3d17336,캐나다 · Regional 인공지능 이니셔티브 (RAII),-8,2026-07-17,https://www.canada.ca/en/prairies-economic-development/services/funding/regional-artificial-intelligence-initiative.html,-oecd-only;-startup|스타트업|smes?\b|중소기업;-adopt(ion)?\b|도입\s*가속|활용\s*촉;-cluster|허브\s*조성|sandbox(?!.*;-industry-heavy
doc-baa409bc0ce7,스페인 · PALOMA: 인공지능 Early Detection Unwanted Loneliness Older Adults (Subnational: Madrid),2,2026-07-17,https://oecd.ai/en/dashboards/policy-initiatives/paloma-artificial-intelligence-for-early-detection-of-unwanted-loneliness-in-older-adults-subnational-madrid,-oecd-only;+\brisk\b|위험\s*관리|위험관리|고위험|hi
doc-6f2006a4ccb0,이탈리아 · Messina Urban Digital Twin (GDU) – AI-enabled Urban 지능 Platform (Subnational: Municipality Messina),-1,2026-07-17,https://oecd.ai/en/dashboards/policy-initiatives/messina-urban-digital-twin-gdu-ai-enabled-urban-intelligence-platform-subnational-municipality-of-messina,-oecd-only
doc-05079bf2d8e0,영국 · Merged R&D Tax Relief / ERIS (UK),-4,2026-07-17,https://www.gov.uk/guidance/research-and-development-rd-tax-relief-the-merged-scheme-and-enhanced-rd-intensive-support,-oecd-only;-startup|스타트업|smes?\b|중소기업;-industry-heavy
doc-c0b7a578f924,스페인 · MencIA: Sovereign AI 전략 Territorial Cohesion. (Subnational: Lugo),2,2026-07-17,https://landing-mencia.vercel.app/,-oecd-only;+\bsecurit|보안|사이버보안|cybersecu;+principle|원칙|권고|recommendati;+privacy|개인정보|data\s*protecti;+licen[cs]|면허|등록\s*의무|provide;-invest(ment)?\b|투자\s*유치|vent;-talent|인재\s*양성|skills\s*agen;-adopt(ion)?\b|도입\s*가속|활용\s*촉
doc-20abb1ef640e,Innovative Solutions 캐나다 (ISC),-4,2026-07-17,https://ised-isde.canada.ca/site/innovative-solutions-canada/en,-oecd-only;-startup|스타트업|smes?\b|중소기업;-industry-heavy
doc-cd9dc46cb6fd,영국 · Fraud Risk 평가 Accelerator,2,2026-07-17,https://ai.gov.uk/knowledge-hub/tools/fraud-risk-assessment-accelerator/?directTo=library,-oecd-only;+\brisk\b|위험\s*관리|위험관리|고위험|hi
doc-373524074bdc,영국 · British Business Bank (BBB) – SME Finance · AI Adoption Support,-8,2026-07-17,https://www.british-business-bank.co.uk/start-your-journey/finance-finder,-oecd-only;-startup|스타트업|smes?\b|중소기업;-invest(ment)?\b|투자\s*유치|vent;-adopt(ion)?\b|도입\s*가속|활용\s*촉;-industry-heavy;-industry-title
doc-2ff763055922,캐나다 · BDC Data AI 프로그램,-3,2026-07-17,https://www.bdc.ca/en/solutions/lift,-oecd-only;+\bsecurit|보안|사이버보안|cybersecu;-startup|스타트업|smes?\b|중소기업;-adopt(ion)?\b|도입\s*가속|활용\s*촉;-industry-heavy
doc-9e28f24c197d,아르헨티나 · Agent MIA (Argentine State's 인공지능 Assistant),7,2026-07-17,https://www.argentina.gob.ar/noticias/se-presento-mia-el-primer-agente-de-inteligencia-artificial-del-estado-nacional,-oecd-only;+\bsecurit|보안|사이버보안|cybersecu;+principle|원칙|권고|recommendati;+oversight|감독|감사|audit|evalua;+transpar|투명|explainab|설명\s*가;+bias|편향|discriminat|차별|fairn;-startup|스타트업|smes?\b|중소기업;-industry-heavy
doc-ccc65791e737,포르투갈 · AMALIA – Automatic Multimodal Language Assistant with 인공지능,-1,2026-07-17,https://amaliallm.pt/,-oecd-only
doc-36cad48af73a,캐나다 · AI Growth,-8,2026-07-17,https://ised-isde.canada.ca/site/ised/en/implementing-g7-ai-adoption-roadmap,-oecd-only;-startup|스타트업|smes?\b|중소기업;-adopt(ion)?\b|도입\s*가속|활용\s*촉;-cluster|허브\s*조성|sandbox(?!.*;-industry-heavy
doc-6a0d3fef5b67,영국 · AI Research Resource (AIRR),-3,2026-07-17,https://www.gov.uk/government/publications/ai-research-resource/airr-advanced-supercomputers-for-the-uk,-oecd-only;+frontier\s*ai|프론티어|advanced\;-startup|스타트업|smes?\b|중소기업;-invest(ment)?\b|투자\s*유치|vent;-industry-heavy
doc-6e58fc0e93d2,영국 · AI Growth Zones,-5,2026-07-17,https://www.gov.uk/government/collections/ai-growth-zones,-oecd-only;-invest(ment)?\b|투자\s*유치|vent;-adopt(ion)?\b|도입\s*가속|활용\s*촉
doc-af2b07a5000f,캐나다 · AI Compute Access Fund,-6,2026-07-17,https://ised-isde.canada.ca/site/ised/en/canadian-sovereign-ai-compute-strategy/ai-compute-access-fund/program-guide-ai-compute-access-fund,-oecd-only;-startup|스타트업|smes?\b|중소기업;-adopt(ion)?\b|도입\s*가속|활용\s*촉;-industry-heavy
doc-0416cf852d7e,일본 · AI Bridging Cloud Infrastructure 3.0 (ABCI 3.0),-4,2026-07-17,https://abci.ai/en/,-oecd-only;-startup|스타트업|smes?\b|중소기업;-industry-heavy
doc-3ff058b2646d,영국 · UK AI Skills Hub,-5,2026-07-16,https://delivery.ai.gov.uk/,-oecd-only;-startup|스타트업|smes?\b|중소기업;-curriculum|교육\s*과정(?!.*윤리)|l;-industry-heavy
doc-1b051de65919,영국 · UK AI Assurance Innovation Fund,2,2026-07-16,https://www.gov.uk/government/publications/trusted-third-party-ai-assurance-roadmap/trusted-third-party-ai-assurance-roadmap,-oecd-only;+\bsecurit|보안|사이버보안|cybersecu;+guideline|가이드라인|지침|(?<![a-z];-adopt(ion)?\b|도입\s*가속|활용\s*촉
doc-13db0a71dd0f,프랑스 · Albert API,0,2026-07-16,https://ia.numerique.gouv.fr/outils-ia/albert-api/,-oecd-only;+\bsecurit|보안|사이버보안|cybersecu;-adopt(ion)?\b|도입\s*가속|활용\s*촉
doc-5fcaf568ff72,포르투갈 · AI Experience Lab,-3,2026-07-16,https://www.ina.pt/ia-experience-lab/,-oecd-only;-adopt(ion)?\b|도입\s*가속|활용\s*촉
doc-190c95b32201,생성형 AI 서비스 이용자를 위한 개인정보 보호 가이드,5,2026-07-13,https://www.pipc.go.kr/np/cop/bbs/selectBoardArticle.do?bbsId=BS074&mCode=C020010000&nttId=12084#LINK,+iaae;+privacy|개인정보|data\s*protecti;-bare-institution
doc-25d33d9f2f4c,AI의 총편익과 분배,2,2026-07-10,https://www.imf.org/-/media/files/publications/wp/2026/english/wpiea2026147.pdf,+mofa;+regulat|규제;-invest(ment)?\b|투자\s*유치|vent
doc-4c7540edaa9a,AI 시대의 역량,-4,2026-07-08,https://www.oecd.org/content/dam/oecd/en/publications/reports/2026/07/skills-in-the-ai-age_e8d8c1e6/972bd15e-en.pdf,+mofa;-startup|스타트업|smes?\b|중소기업;-gdp|생산성|productivity|growth\;-industry-heavy
doc-3d4117f2cc4f,일본 · NEDO Deep-Tech Startups Support 프로그램 (DTSU),0,2026-07-07,https://www.nedo.go.jp/english/activities/activities_ZZJP_100250.html,-oecd-only;+\brisk\b|위험\s*관리|위험관리|고위험|hi;+\bsecurit|보안|사이버보안|cybersecu;-startup|스타트업|smes?\b|중소기업;-invest(ment)?\b|투자\s*유치|vent;-industry-heavy;-industry-title
doc-ff8526c6ae58,일본 · General-type Subsidy,-3,2026-07-07,https://it-shien.smrj.go.jp/applicant/subsidy/normal,-oecd-only;-gdp|생산성|productivity|growth\
doc-924f98265191,일본 · GENIAC,-3,2026-07-07,https://www.meti.go.jp/english/policy/mono_info_service/geniac/index.html,-oecd-only;+oversight|감독|감사|audit|evalua;-competitiv|경쟁력|market\s*shar;-cluster|허브\s*조성|sandbox(?!.*
doc-9598801e89fa,일본 · Digitalization & AI Introduction Subsidy 2026,-1,2026-07-07,https://it-shien.smrj.go.jp/,-oecd-only;+\bsecurit|보안|사이버보안|cybersecu;+standard|표준|iso/?iec;-startup|스타트업|smes?\b|중소기업;-adopt(ion)?\b|도입\s*가속|활용\s*촉;-industry-heavy
doc-79623939edde,일본 · Catalog-type Subsidy,-10,2026-07-07,https://shoryokuka.smrj.go.jp/catalog/,-oecd-only;-startup|스타트업|smes?\b|중소기업;-invest(ment)?\b|투자\s*유치|vent;-adopt(ion)?\b|도입\s*가속|활용\s*촉;-gdp|생산성|productivity|growth\;-industry-heavy
doc-fa7ffadddad1,제1차 글로벌 AI 거버넌스 대화 개막 발표자료,19,2026-07-06,https://www.un.org/global-dialogue-ai-governance/sites/default/files/2026-07/global_dialogue_press_release_en_0.pdf,+mofa;+\bai\s*safety\b|인공지능\s*안전|AI;+\bsafety\b|안전성|안전\s*확보;+\bethic|윤리;+governan|거버넌스;+oversight|감독|감사|audit|evalua;+transpar|투명|explainab|설명\s*가;+core+ai;-news
doc-e32367b25d16,"독일 · SPARK - ""Accelerating Planning · Approval through AI""",-1,2026-06-30,https://bmds.bund.de/aktuelles/pressemitteilungen/detail/deutschland-gewinnt-internationalen-ki-preis,-oecd-only
doc-caaab7b4d61a,독일 · Agentic AI Hub,-4,2026-06-30,https://bmds.bund.de/themen/kuenstliche-intelligenz/ki-in-der-verwaltung/agentic-ai-hub,-oecd-only;-startup|스타트업|smes?\b|중소기업;-industry-heavy
doc-42cd80dd7cff,핀란드 · AI Ecosystem Social · Health Services (SOTE) – AI Vision 2035,1,2026-06-29,https://api.oecdai.org/storage/policy-initiatives/Jun2026/117ojp24a81mqz0ou0t-AI%20Ecosystem%20in%20Social%20and%20Health.pdf,-oecd-only;+principle|원칙|권고|recommendati
doc-9f004098b877,제2차 Pax Silica 정상회의 성과,0,2026-06-26,https://www.state.gov/releases/office-of-the-spokesperson/2026/06/outcomes-of-the-second-pax-silica-summit/,+mofa;+regulat|규제;-talent|인재\s*양성|skills\s*agen;-chip|반도체|compute\s*infr|데이터센;-industry-heavy
doc-182f2e61de43,AI 시장의 최근 동향과 경쟁 이슈,-4,2026-06-24,https://www.oecd.org/content/dam/oecd/en/publications/reports/2026/07/artificial-intelligence-markets_cce1ac41/d531d73f-en.pdf,+mofa;-startup|스타트업|smes?\b|중소기업;-chip|반도체|compute\s*infr|데이터센;-industry-heavy
doc-ac3d9942646f,AI 우선 운영체계,1,2026-06-23,https://www.weforum.org/publications/the-ai-first-operating-system-a-blueprint-for-operating-and-business-model-innovation/,+mofa
doc-aa230f1d5f3f,국가와 국민 서비스에서 AI 가속화 정책 발표,-2,2026-06-19,https://www.info.gouv.fr/actualite/accelerer-l-ia-dans-l-etat-et-au-service-des-francais,+mofa;-startup|스타트업|smes?\b|중소기업;-industry-heavy
doc-2df0266d4b38,[CISA 등] CAREFUL ADOPTION OF AGENTIC AI SERVICES,1,2026-06-09,https://iaae.ai/research/?bmode=view&idx=171721954,+iaae;-adopt(ion)?\b|도입\s*가속|활용\s*촉
doc-ff90daa9fb46,영국 AI 하드웨어 계획,0,2026-06-08,https://www.gov.uk/government/publications/uk-ai-hardware-plan,+mofa;+\bsecurit|보안|사이버보안|cybersecu;-invest(ment)?\b|투자\s*유치|vent;-chip|반도체|compute\s*infr|데이터센;-industry-heavy
doc-83fcccf82116,AI 에너지 사용의 환경비용: 탄소·물·토지 발자국,-1,2026-06-03,https://digitallibrary.un.org/record/4116063?ln=en&v=pdf,+mofa;-chip|반도체|compute\s*infr|데이터센;-industry-heavy
doc-f80812d66d0f,독일 · SME‐Innovation: Information · Communication 기술 Research,-4,2026-06-03,https://www.bmftr.bund.de/DE/Forschung/Gesellschaft/ZukunftDerArbeit/KmuInnovativ/kmu-innovativ-ikt/kmu-innovativ-ikt_node.html,-oecd-only;-startup|스타트업|smes?\b|중소기업;-industry-heavy;-industry-title
doc-75eecc86f819,미국 · NSF Regional Innovation Engines (NSF Engines),-3,2026-06-03,https://www.eda.gov/funding/programs/regional-technology-and-innovation-hubs,-oecd-only;-chip|반도체|compute\s*infr|데이터센
doc-1eabf3f769ad,독일 · NHR Alliance (국가 High Performance Computing),-1,2026-06-03,https://www.nhr-verein.de/en/,-oecd-only
doc-d33b70d70bba,미국 · Genesis Mission,2,2026-06-03,https://genesis.energy.gov/,-oecd-only;+\bsecurit|보안|사이버보안|cybersecu
doc-5bc26b45958b,독일 · AI Production Network,-6,2026-06-03,https://www.mti.rwth-aachen.de/cms/mti/forschung/projekte/~bgzcfb/demonstrations-und-transfernetzwerk-ki-/?lidx=1,-oecd-only;-startup|스타트업|smes?\b|중소기업;-adopt(ion)?\b|도입\s*가속|활용\s*촉;-industry-heavy
doc-d3d14c0f2fda,미국 · AI Small Businesses Resource Hub (SBA),-3,2026-06-03,https://www.sba.gov/business-guide/manage-your-business/ai-small-business#how-ai-can-benefit-your-small-business,-oecd-only;+guideline|가이드라인|지침|(?<![a-z];-adopt(ion)?\b|도입\s*가속|활용\s*촉;-gdp|생산성|productivity|growth\
doc-8fbb54d4160d,독일 · ZIM – Central Innovation 프로그램 SMEs,-4,2026-06-02,https://www.bundeswirtschaftsministerium.de/Redaktion/EN/Artikel/SME-Sector/technology-neutral-project-support-01.html,-oecd-only;-startup|스타트업|smes?\b|중소기업;-industry-heavy;-industry-title
doc-4fb76f5acd32,"프랑스 · Tax status (""Young Innovative Company"" / ""Young Research-Oriented Innovative Company"")",-4,2026-06-02,"https://entreprendre.service-public.gouv.fr/vosdroits/F31188#:~:text=Une%20JEIJEI%20%3A%20Jeune%20entreprise,produits%20sont%20sup%C3%A9rieurs%20aux%20charges).",-oecd-only;-startup|스타트업|smes?\b|중소기업;-industry-heavy
doc-ec33435e9784,프랑스 · I Choose French Tech,-2,2026-06-02,https://lafrenchtech.gouv.fr/fr/programme/je-choisis-la-french-tech/,-oecd-only;+transpar|투명|explainab|설명\s*가;-startup|스타트업|smes?\b|중소기업;-industry-heavy
doc-f87aa5c03a2b,독일 · EXIST 프로그램,-6,2026-06-02,https://exist.de/,-oecd-only;-startup|스타트업|smes?\b|중소기업;-invest(ment)?\b|투자\s*유치|vent;-industry-heavy
doc-1671056e7f68,생성형 AI가 일자리·생산성·업무조직에 미치는 영향,-1,2026-06-01,https://www.ilo.org/publications/impact-genai-jobs-productivity-and-work-organization-review-empirical,+mofa;-gdp|생산성|productivity|growth\
doc-1bed73440f5c,프랑스 · Research Tax Credit,-4,2026-06-01,https://www.economie.gouv.fr/entreprises/trouver-des-aides-et-des-financements/les-aides-et-financements-pour-developper-son-entreprise/votre-entreprise-peut-elle-beneficier-du,-oecd-only;-startup|스타트업|smes?\b|중소기업;-industry-heavy
doc-c22389eda8a6,독일 · JUPITER AI Factory (JAIF),-4,2026-06-01,https://www.fz-juelich.de/en/jsc/jupiter/jaif-jupiter-ai-factory,-oecd-only;-startup|스타트업|smes?\b|중소기업;-industry-heavy
doc-83b14be843b1,독일 · HammerHAI,-6,2026-06-01,https://www.eurohpc-ju.europa.eu/ai-factories/germany_en,-oecd-only;-startup|스타트업|smes?\b|중소기업;-adopt(ion)?\b|도입\s*가속|활용\s*촉;-industry-heavy
doc-969710ca3aa2,프랑스 · French Tech 2030 프로그램,2,2026-06-01,https://lafrenchtech.gouv.fr/fr/programme/french-tech-2030/#toc-description-du-programme,-oecd-only;+\bsecurit|보안|사이버보안|cybersecu
doc-80145b8c52bc,독일 · 연방 사무소 Information 안보,4,2026-06-01,https://www.bsi.bund.de/EN/Themen/Unternehmen-und-Organisationen/Informationen-und-Empfehlungen/Kuenstliche-Intelligenz/kuenstliche-intelligenz_node.html,-oecd-only;+\brisk\b|위험\s*관리|위험관리|고위험|hi;+\bsecurit|보안|사이버보안|cybersecu;+guideline|가이드라인|지침|(?<![a-z];-startup|스타트업|smes?\b|중소기업;-industry-heavy
doc-acf0775ea9dd,프랑스 · Dare AI,-8,2026-06-01,https://www.entreprises.gouv.fr/la-dge/actualites/osez-lia-le-plan-pour-diffuser-lia-dans-toutes-les-entreprises,-oecd-only;-startup|스타트업|smes?\b|중소기업;-invest(ment)?\b|투자\s*유치|vent;-adopt(ion)?\b|도입\s*가속|활용\s*촉;-industry-heavy
doc-e2bb1445b349,프랑스 · 인공지능 Boost Loan,-4,2026-06-01,https://flash.bpifrance.fr/financement/pret-boost-intelligence-artificielle,-oecd-only;-startup|스타트업|smes?\b|중소기업;-industry-heavy
