id,collection,title,date,page_url,source_urls,canonical_url,reasons
iaae-ethics-14219472,iaae-ethics,[스탠포드대] AI INDEX REPORT 2022,2023-02-13,https://iaae.ai/research/?bmode=view&idx=14219472,,,curator-only
iaae-ethics-14096500,iaae-ethics,[서울디지털재단] 메타버스 서울 윤리 가이드,2023-01-30,https://iaae.ai/research/?bmode=view&idx=14096500,,,curator-only
iaae-ethics-13415086,iaae-ethics,[KB금융그룹] AI 윤리 기준,2022-11-11,https://iaae.ai/research/?bmode=view&idx=13415086,,,curator-only
iaae-ethics-13119768,iaae-ethics,[미국 백악관] AI Bill of Rights (AI 권리장전),2022-10-07,https://iaae.ai/research/?bmode=view&idx=13119768,,,curator-only
iaae-ethics-12678687,iaae-ethics,[스캐터랩] AI챗봇 윤리점검표,2022-08-27,https://iaae.ai/research/?bmode=view&idx=12678687,,,curator-only
iaae-ethics-12659769,iaae-ethics,[LG] AI 윤리 원칙,2022-08-24,https://iaae.ai/research/?bmode=view&idx=12659769,,,curator-only
iaae-ethics-12061157,iaae-ethics,[IAAE] IAAE 디지털 휴먼 윤리 가이드라인_220701제정 (한글본),2022-07-01,https://iaae.ai/research/?bmode=view&idx=12061157,,,curator-only
iaae-ethics-11965439,iaae-ethics,[UneeQ] The Five Laws of Ethical Digital Human Design,2022-06-27,https://iaae.ai/research/?bmode=view&idx=11965439,,,curator-only
iaae-ethics-11376372,iaae-ethics,[SK텔레콤] 사람 중심의 AI 윤리 가치 원칙,2022-05-11,https://iaae.ai/research/?bmode=view&idx=11376372,,,curator-only
iaae-ethics-8935315,iaae-ethics,[CJ올리브네트웍스] AI 윤리 원칙,2021-11-23,https://iaae.ai/research/?bmode=view&idx=8935315,,,curator-only
iaae-ethics-7809807,iaae-ethics,[KAIEA] 제 2회 인공지능 윤리 대전 강연자료 (요약본),2021-09-07,https://iaae.ai/research/?bmode=view&idx=7809807,,,curator-only
iaae-ethics-7533254,iaae-ethics,[KAIST] 사회를 위한 보건의료 분야 인공지능 활용 가이드,2021-08-15,https://iaae.ai/research/?bmode=view&idx=7533254,,,curator-only
iaae-ethics-6843729,iaae-ethics,[개인정보보호위원회] 인공지능 개인정보보호 자율점검표,2021-06-04,https://iaae.ai/research/?bmode=view&idx=6843729,,,curator-only
iaae-ethics-6164769,iaae-ethics,[아름다운인터넷세상] 코르셋에 갇힌 인공지능,2021-03-31,https://iaae.ai/research/?bmode=view&idx=6164769,,,curator-only
iaae-ethics-6164716,iaae-ethics,[한국지능정보사회진흥원] 2021 지능정보윤리 이슈리포트 (봄호),2021-03-31,https://iaae.ai/research/?bmode=view&idx=6164716,,,curator-only
iaae-ethics-6013242,iaae-ethics,[독일 연방교통인프라부] Ethics Commission Automated and Connected Driving,2021-03-07,https://iaae.ai/research/?bmode=view&idx=6013242,,,curator-only
iaae-ethics-5915219,iaae-ethics,[네이버] AI 윤리 준칙,2021-02-17,https://iaae.ai/research/?bmode=view&idx=5915219,,,curator-only
iaae-ethics-5634394,iaae-ethics,[IAAE] IAAE 인공지능 윤리 헌장_210111개정 (영문본),2021-01-11,https://iaae.ai/research/?bmode=view&idx=5634394,,,curator-only
iaae-ethics-5634386,iaae-ethics,[IAAE] IAAE 인공지능 윤리 헌장_210111개정 (한글본),2021-01-11,https://iaae.ai/research/?bmode=view&idx=5634386,,,curator-only
iaae-ethics-5623386,iaae-ethics,[롤스로이스] AI ethics toolkit - The Aletheia Framework,2021-01-08,https://iaae.ai/research/?bmode=view&idx=5623386,,,curator-only
iaae-ethics-5254862,iaae-ethics,[미국연방거래위원회] Using Artificial Intelligence and Algorithms,2020-11-04,https://iaae.ai/research/?bmode=view&idx=5254862,,,curator-only
iaae-ethics-5253877,iaae-ethics,[OpenAI] OpenAI 헌장,2020-11-04,https://iaae.ai/research/?bmode=view&idx=5253877,,,curator-only
iaae-ethics-5253827,iaae-ethics,[AI NOW INSTITUTE] AI Now 2019 Report,2020-11-04,https://iaae.ai/research/?bmode=view&idx=5253827,,,curator-only
iaae-ethics-5253810,iaae-ethics,[AI NOW INSTITUTE] Discriminating Systems,2020-11-04,https://iaae.ai/research/?bmode=view&idx=5253810,,,curator-only
iaae-ethics-5075932,iaae-ethics,[국회입법조사처] 인공지능의 윤리적 사용을 위한 개선과제 보고서,2020-10-12,https://iaae.ai/research/?bmode=view&idx=5075932,,,curator-only
iaae-ethics-4902253,iaae-ethics,[KAIEA] 인공지능 윤리 대전 강연자료 (요약본),2020-09-19,https://iaae.ai/research/?bmode=view&idx=4902253,,,curator-only
iaae-ethics-4384325,iaae-ethics,[카카오] 알고리즘 윤리 헌장,2020-08-04,https://iaae.ai/research/?bmode=view&idx=4384325,,,curator-only
iaae-ethics-4384245,iaae-ethics,[방송통신위원회] 이용자 중심의 지능정보사회를 위한 원칙,2020-08-04,https://iaae.ai/research/?bmode=view&idx=4384245,,,curator-only
iaae-ethics-4384190,iaae-ethics,[한국과학기술기획평가원] 인공지능 기술 발전에 따른 이슈 및 대응 방안,2020-08-04,https://iaae.ai/research/?bmode=view&idx=4384190,,,curator-only
iaae-ethics-4384135,iaae-ethics,[IEEE] 윤리적 인공지능 시스템 개발을 위한 설계 계획,2020-08-04,https://iaae.ai/research/?bmode=view&idx=4384135,,,curator-only
iaae-ethics-4384062,iaae-ethics,[EU 집행위원회] 신뢰할 수 있는 AI 윤리 가이드라인,2020-08-04,https://iaae.ai/research/?bmode=view&idx=4384062,,,curator-only
iaae-ethics-4383949,iaae-ethics,[몬트리올대학교] AI윤리원칙 몬트리올 선언 (Montréal Declaration),2020-08-04,https://iaae.ai/research/?bmode=view&idx=4383949,,,curator-only
iaae-ethics-4383901,iaae-ethics,[로마교황청] 로마교황청 발표 AI 윤리 백서 '로마 콜(Rome Call)',2020-08-04,https://iaae.ai/research/?bmode=view&idx=4383901,,,curator-only
iaae-ethics-4383715,iaae-ethics,[정보통신정책연구원] 4차산업혁명 시대 산업별 인공지능 윤리이슈 분석 및 정책적 대응방안,2020-08-04,https://iaae.ai/research/?bmode=view&idx=4383715,,,curator-only
iaae-ethics-4383692,iaae-ethics,[한국정보화진흥원] 인공지능 윤리 가이드라인,2020-08-04,https://iaae.ai/research/?bmode=view&idx=4383692,,,curator-only
iaae-ethics-2868466,iaae-ethics,[KAIEA] KAIEA 인공지능 윤리 헌장_191219개정 (영문본),2019-12-19,https://iaae.ai/research/?bmode=view&idx=2868466,,,curator-only
iaae-ethics-2868459,iaae-ethics,[KAIEA] KAIEA 인공지능 윤리 헌장_191219개정 (한글본),2019-12-19,https://iaae.ai/research/?bmode=view&idx=2868459,,,curator-only
iaae-ethics-2577878,iaae-ethics,[KAIEA] KAIEA 인공지능 윤리 헌장 (영문본),2019-10-23,https://iaae.ai/research/?bmode=view&idx=2577878,,,curator-only
iaae-ethics-2577871,iaae-ethics,[KAIEA] KAIEA 인공지능 윤리 헌장 (한글본),2019-10-23,https://iaae.ai/research/?bmode=view&idx=2577871,,,curator-only
agora-1247,agora,Nucleic Acid Standards for Biosecurity Act,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/9194/text,https://www.congress.gov/bill/118th-congress/house-bill/9194/text,https://www.congress.gov/bill/118th-congress/house-bill/9194/text,empty-body
agora-2042,agora,"Los Angeles AI Roadmap 2024, Best Practices and Roadmap",2024-06-04,https://drive.google.com/file/d/12gbVV3Qk7qixa9BU8g8zcA5LZbnDPUsk/view,https://drive.google.com/file/d/12gbVV3Qk7qixa9BU8g8zcA5LZbnDPUsk/view,,bad-source-host
agora-1381,agora,"Seizing the opportunities of safe, secure and trustworthy artificial intelligence systems for sustainable development",2024-03-21,https://documents.un.org/doc/undoc/ltd/n24/065/92/pdf/n2406592.pdf,https://documents.un.org/doc/undoc/ltd/n24/065/92/pdf/n2406592.pdf,https://documents.un.org/doc/undoc/ltd/n24/065/92/pdf/n2406592.pdf,empty-body
agora-1770,agora,"G20 Ministerial Statement on Trade and Digital Economy (Section I, Subsection 3 ""Human-centered Artificial Intelligence"")",2019-06-09,https://wp.oecd.ai/app/uploads/2021/06/G20-AI-Principles.pdf,https://wp.oecd.ai/app/uploads/2021/06/G20-AI-Principles.pdf,,curator-only
agora-1771,agora,"G20 Ministerial Statement on Trade and Digital Economy (Annex ""G20 AI Principles"")",2019-06-09,https://wp.oecd.ai/app/uploads/2021/06/G20-AI-Principles.pdf,https://wp.oecd.ai/app/uploads/2021/06/G20-AI-Principles.pdf,,curator-only
oecd-navigator-2568,oecd-navigator,SOPHOS,2026-01-01,https://oecd.ai/en/dashboards/policy-initiatives/sophos,,,curator-only
oecd-navigator-2565,oecd-navigator,Prompting Guide for Public Administration,2026-01-01,https://oecd.ai/en/dashboards/policy-initiatives/prompting-guide-for-public-administration,,,curator-only
oecd-navigator-2569,oecd-navigator,National Office of Information Technologies (ONTI) AI Agents Guidelines,2026-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ontis-ai-agents-guidelines,,,curator-only
oecd-navigator-2481,oecd-navigator,IPS Córdoba Assistant — AI Policy Analysis Agent for Social Progress Governance (Subnational: Province of Córdoba),2026-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ips-cordoba-assistant-—-ai-policy-analysis-agent-for-social-progress-governance,,,curator-only
oecd-navigator-1801,oecd-navigator,Bioeconomy Strategy for R&I,2026-01-01,https://oecd.ai/en/dashboards/policy-initiatives/bioeconomy-strategy-for-randi,,,curator-only
oecd-navigator-2297,oecd-navigator,White paper on the National Artificial Intelligence Roadmap,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/national-artificial-intelligence-roadmap,,,curator-only
oecd-navigator-2238,oecd-navigator,Training Workshop “Artificial Intelligence in Action: Practical Recommendations for the Public Sector and Educational Institutions”,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/training-workshop-artificial-intelligence-in-action-practical-recommendations-for-the-public-sector-and-educational-institutions,https://www.youtube.com/watch?v=VCBFfbJiFNI&t=178s,,bad-source-host;curator-only
oecd-navigator-1837,oecd-navigator,Swiss Latvian Cooperation Programme – Pre-defined Programme Component in ICT and Smart Energy,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/swiss-latvian-cooperation-programme-pre-defined-programme-component-in-ict-and-smart-energy,https://www.cfi.lu.lv/en/lacise/ | https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwjk2P-c2IKQAxV5U6QEHYB9FEYQFnoECBYQAQ&url=https%3A%2F%2Fswiss-contribution.lv%2Fwp-content%2Fuploads%2F13112024_signed_SM_SAgreement_Applied_Research.pdf&usg=AOvVaw0R7Mq1hFopkThhCBxj1LvX&opi=89978449,https://www.cfi.lu.lv/en/lacise/,bad-source-host
oecd-navigator-1675,oecd-navigator,Single Horizontal AI Platform ,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/single-horizontal-ai-platform,,,curator-only
oecd-navigator-2179,oecd-navigator,Shared Data Pool,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/shared-data-pool,,,curator-only
oecd-navigator-2550,oecd-navigator,ServetIA: AI Research Platform for the Spanish Prime Minister’s Office,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/servetia-ai-research-platform-for-the-spanish-prime-ministers-office,,,curator-only
oecd-navigator-2506,oecd-navigator,Sectoral Workforce Solutions Program (AI-focused projects),2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/sectoral-workforce-solutions-program-ai-focused-projects,,,curator-only
oecd-navigator-2057,oecd-navigator,Robotics and Life,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/robotics-and-life,,,curator-only
oecd-navigator-2579,oecd-navigator,Remote Pilot Program,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/remote-pilot-program,,,curator-only
oecd-navigator-961,oecd-navigator,Regulating Public Mas Media With Respect to AI Generated Content,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/regulating-public-mas-media-with-respect-to-ai-generated-content-3540,Draft for public consultation: Link: https://e-uprava.gov.si/si/drzava-in-druzba/e-demokracija/predlogi-predpisov/predlog-predpisa.html?id=16268,,curator-only
oecd-navigator-2519,oecd-navigator,Public Sector AI Community of Practice,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/public-sector-ai-community-of-practice,,,curator-only
oecd-navigator-1746,oecd-navigator,Projects from the National Institute of Geographic and Forestry Information (IGN),2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/projects-from-the-national-institute-of-geographic-and-forestry-information-ign,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwjPq5mWgtiOAxUxUaQEHSVuMlIQFnoECBEQAQ&url=https%3A%2F%2Fwww.ign.fr%2Finstitut%2Fidentity-card&usg=AOvVaw2yc7y77xhLxLszA3YBrc7i&opi=89978449,,bad-source-host;curator-only
oecd-navigator-2490,oecd-navigator,PresidencIA: Generative AI Adoption Programme for the Spanish Prime Minister’s Office,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/presidencia-generative-ai-adoption-programme-for-the-spanish-prime-ministers-office,,,curator-only
oecd-navigator-97,oecd-navigator,Preparation of an AI Hub Austria in the area of research and innovation,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/preparation-of-an-ai-hub-austria-in-the-area-of-research-and-innovation-7516,,,curator-only
oecd-navigator-2484,oecd-navigator,PALOMA: Artificial Intelligence for Early Detection of Unwanted Loneliness in Older Adults (Subnational: Madrid),2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/paloma-artificial-intelligence-for-early-detection-of-unwanted-loneliness-in-older-adults-subnational-madrid,,,curator-only
oecd-navigator-2517,oecd-navigator,OTT2 : Dynamic Data-Driven Personalisation of Employment Services and Counsellor Decision Support,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ott2-dynamic-data-driven-personalisation-of-employment-services-and-counsellor-decision-support,,,curator-only
oecd-navigator-121,oecd-navigator,National Policy on Artificial Intelligence (CONPES 4144),2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/national-policy-on-artificial-intelligence-conpes-4144-3012,,,curator-only
oecd-navigator-2030,oecd-navigator,National Data Strategy,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/national-data-strategy-2,,,curator-only
oecd-navigator-1595,oecd-navigator,National Data Governance Reference Framework (NDGRF),2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/national-data-governance-reference-framework-ndgrf,,,curator-only
oecd-navigator-2483,oecd-navigator,Messina Urban Digital Twin (GDU) – AI-enabled Urban Intelligence Platform (Subnational: Municipality of Messina),2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/messina-urban-digital-twin-gdu-ai-enabled-urban-intelligence-platform-subnational-municipality-of-messina,,,curator-only
oecd-navigator-2479,oecd-navigator,MencIA: Sovereign AI Strategy for Territorial Cohesion. (Subnational: Lugo),2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/mencia-sovereign-ai-strategy-for-territorial-cohesion-subnational-lugo,https://landing-mencia.vercel.app/ | https://doi.org/10.7238/idp.v0i43.9800300 | https://www.linkedin.com/feed/update/urn:li:activity:7430267421929906176/ | https://www.linkedin.com/feed/update/urn:li:activity:7392864834687635456/,https://landing-mencia.vercel.app/,bad-source-host
oecd-navigator-708,oecd-navigator,Location Recommendation Engine for New Investments Based on AI,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/location-recommendation-engine-for-new-investments-based-on-ai-6960,https://oecd.ai/en/dashboards/policy-initiatives/http:%2F%2Faipo.oecd.org%2F2021-data-policyInitiatives-27454,,curator-only
oecd-navigator-2260,oecd-navigator,Laboratory of Artificial Intelligence at the Superintendency of Economic Competition (SCE),2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/laboratory-of-artificial-intelligence-at-the-superintendency-of-economic-competition-sce,,,curator-only
oecd-navigator-2240,oecd-navigator,"International Conference “The Use of Artificial Intelligence in Public Governance: Challenges, Opportunities, Prospects”",2025-01-01,"https://oecd.ai/en/dashboards/policy-initiatives/international-conference-the-use-of-artificial-intelligence-in-public-governance-challenges,-opportunities,-prospects",https://www.youtube.com/watch?v=YkKl-9G6pPQ,,bad-source-host;curator-only
oecd-navigator-1648,oecd-navigator,Intelligent Transport Systems (ITS),2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/intelligent-transport-systems-its,https://www.transport.gov.mt/sustainable-mobility/initiatives-and-projects-5778 | https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwjOvMGxj_aPAxVIVKQEHTPcLpkQFnoECBkQAQ&url=https%3A%2F%2Fwww.transport.gov.mt%2Fstrategies%2Fintelligent-transport-systems-its-1357&usg=AOvVaw2_Txsy8A6nvHfysZ9BMEI2&opi=89978449,https://www.transport.gov.mt/sustainable-mobility/initiatives-and-projects-5778,bad-source-host
oecd-navigator-1681,oecd-navigator,Incubator of AI solutions for the public administration  ,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/incubator-of-ai-solutions-for-the-public-administration,,,curator-only
oecd-navigator-1444,oecd-navigator,INSAIT Research Programmes,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/insait-research-programmes,,,curator-only
oecd-navigator-2225,oecd-navigator,Guidelines on the Responsible Use of AI: for Developers,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/guidelines-on-the-responsible-use-of-ai-for-developers,,,curator-only
oecd-navigator-2221,oecd-navigator,Guidelines for the Responsible Use of Artificial Intelligence by Civil Servants,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/guidelines-for-the-responsible-use-of-artificial-intelligence-by-civil-servants,https://drive.google.com/file/d/13kz3uquRxwpp2H7ML4tkj6BVNnbR4t3p/view,,bad-source-host;curator-only
oecd-navigator-2288,oecd-navigator,Guide for Auditing the Use of Artificial Intelligence Tools in the Superintendence of Economic Competition (SCE),2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/guide-for-auditing-the-use-of-artificial-intelligence-tools-in-the-superintendence-of-economic-competition-sce-1,,,curator-only
oecd-navigator-2474,oecd-navigator,GovAI Chat,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/govai-chat,,,curator-only
oecd-navigator-2241,oecd-navigator,General Short-Term Professional Development Programme “The Potential of Digital Technologies and Artificial Intelligence in the Professional Activities of Public Servants”,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/general-short-term-professional-development-programme-the-potential-of-digital-technologies-and-artificial-intelligence-in-the-professional-activities-of-public-servants,,,curator-only
oecd-navigator-101,oecd-navigator,Further development of the AI infrastructure,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/further-development-of-the-ai-infrastructure-7127,,,curator-only
oecd-navigator-1545,oecd-navigator,Federal Data Strategy,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/federal-data-strategy,,,curator-only
oecd-navigator-2042,oecd-navigator,EuroQCS-Poland,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/euroqcs-poland,,,curator-only
oecd-navigator-173,oecd-navigator,Establishment of an AI Observatory for Labour Market Monitoring,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/establishment-of-an-ai-observatory-for-labour-market-monitoring-1535,,,curator-only
oecd-navigator-2584,oecd-navigator,Document Register Agent,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/document-register-agent,,,curator-only
oecd-navigator-1869,oecd-navigator,Digitalised Yellow Book,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/digitalised-yellow-book,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwinwYSqzdWOAxXKV6QEHVV6FjcQFnoECAkQAQ&url=https%3A%2F%2Fwww.livroamarelo.gov.pt%2Fen%2Fweb%2Fguest%2Fhomee&usg=AOvVaw297djAu2bhosfAn94-058w&opi=89978449,,bad-source-host;curator-only
oecd-navigator-1678,oecd-navigator,Creation of a hybrid cloud to combine registers such as AJPES register,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/creation-of-a-hybrid-cloud-to-combine-registers-such-as-ajpes-register,,,curator-only
oecd-navigator-105,oecd-navigator,Collection of Knowledge and Development of a Guideline on Green AI,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/collection-of-knowledge-and-development-of-a-guideline-on-green-ai-7636,,,curator-only
oecd-navigator-2456,oecd-navigator,Automated Multi-agent Analysis of Occupational Licensing,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/automated-multi-agent-analysis-of-occupational-licensing,,,curator-only
oecd-navigator-1526,oecd-navigator,AI-specific programmes,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-specific-programmes,,,curator-only
oecd-navigator-2168,oecd-navigator,AI in tax administration,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-in-tax-administration,,,curator-only
oecd-navigator-2186,oecd-navigator,AI for justice,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-for-justice,,,curator-only
oecd-navigator-1639,oecd-navigator,AI for Policymaking  ,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-for-policymaking,,,curator-only
