id,title,safety_score,published,canonical_url,country
doc-a288feee8500,GOLD EAGLE 이니셔티브,4,2026-07-14,https://www.whitehouse.gov/releases/2026/07/white-house-launches-gold-eagle-initiative-for-unprecedented-cybersecurity-vulnerability-coordination/,United States
doc-c93c67532f8b,[일본] AI 기본계획,2,2026-07-14,https://www8.cao.go.jp/cstp/ai/ai_plan/ai_plan.html?utm_source=chatgpt.com,Japan
doc-376af88ef26d,AI 보안 레드티밍 가이드,10,2026-07-11,https://www.kisa.or.kr/401/form?postSeq=3713#fnPostAttachDownload,South Korea
doc-f8c5463994a7,AI 보안 위협 대응 매뉴얼,10,2026-07-11,https://www.kisa.kr/401/form?postSeq=3712#fnPostAttachDownload,South Korea
doc-f2a83a3d538d,"AI, 문화적 권리와 발전권",13,2026-07-08,https://digitallibrary.un.org/record/4123722?ln=en&v=pdf,United Nations
doc-f536fcf3ec41,사이버보안 및 AI 행동계획,10,2026-07-07,https://digital-strategy.ec.europa.eu/en/library/eu-action-plan-cybersecurity-and-artificial-intelligence,European Union
doc-d8de4e4774c8,인터넷정보서비스관리방법(개정 초안),8,2026-07-03,https://www.cac.gov.cn/2026-07/03/c_1784822399677167.htm,China
doc-cf2f44078112,AI 분야 유럽공동중요프로젝트(PIIEC) 공모,5,2026-07-02,https://www.legifrance.gouv.fr/loda/id/JORFTEXT000054416926/,France
doc-3a8329532a47,AI 독립국제과학패널 예비 보고서,8,2026-07-01,https://www.un.org/independent-international-scientific-panel-ai/sites/default/files/2026-07/en_Preliminary%20Report_.pdf,United Nations
doc-684b8df4c381,연방정부 Agentic AI 도입 프로젝트,12,2026-07-01,https://uaecabinet.ae/en/news/chaired-by-mansour-bin-zayed-ministerial-council-for-artificial-intelligence-and-development-reviews-plans-projects-on-transformation-to-adopting-agentic-ai-in-federal-government-operations,United Arab Emirates
doc-5fd7ff2a28ca,금융부문 AI와 사이버보안,9,2026-06-30,https://www.imf.org/en/publications/imf-notes/issues/2026/06/29/artificial-intelligence-and-cybersecurity-in-the-financial-sector-576706,IMF
doc-46ea2481883f,AI와 시민참여의 미래,13,2026-06-30,https://www.oecd.org/en/publications/artificial-intelligence-and-the-future-of-citizen-participation_a1ee2e0a-en.html,OECD
doc-69d7a5330645,보건의료 AI 성과·거버넌스 분석 보고서,6,2026-06-29,https://www.weforum.org/publications/meaningful-outcomes-determine-the-winners-of-the-health-ai-race/,
doc-f4a61b6fc270,AI 거버넌스: 전 세계 입법자를 위한 9가지 신흥 접근법,20,2026-06-29,https://unesdoc.unesco.org/ark:/48223/pf0000398520?posInSet=39&queryId=07e59dd1-1e4c-482b-ba7d-f4a63bc328a7,UNESCO
doc-a0699a1d2616,제22차 ASEAN 과학기술혁신 장관회의 공동 미디어 성명,2,2026-06-26,https://asean.org/wp-content/uploads/2026/06/Finalised-DRAFT-JMS_AMMSTI22_26Jun2026.pdf,ASEAN
doc-0b764bbbb4e8,디지털 공공재로서의 AI 시스템,17,2026-06-25,https://www.un.org/digital-emerging-technologies/sites/www.un.org.digital-emerging-technologies/files/bootstrap/cdn_providers/AI_Systems_as_Digital_Public_Goods.pdf,
doc-19a4eb2adfad,AI 기회 파트너십 공동성명,9,2026-06-25,https://www.state.gov/releases/under-secretary-for-economic-affairs/2026/06/joint-statement-on-ai-opportunity-partnership/,
doc-75b073e8be65,금융서비스를 위한 AI 플레이북,10,2026-06-24,https://www.weforum.org/publications/the-ai-playbook-for-financial-services/,
doc-a4213febbf36,아시아의 인간주도 AI(Human-led AI) 기회,8,2026-06-22,https://www.weforum.org/publications/asia-s-human-led-ai-opportunity-a-framework-for-transformation/,
doc-bf5c2fbd8737,AI와 초기 경력(Entry-Level) 일자리의 미래,7,2026-06-22,https://www.weforum.org/publications/artificial-intelligence-and-the-future-of-entry-level-work-a-framework-for-safeguarding-and-reinventing-early-career-pathways/,
doc-ac0684564c17,약속에서 실행으로: 선거행정에서의 인공지능,16,2026-06-19,https://www.undp.org/publications/promise-practice-ai-electoral-administration,United Nations
doc-99c6a5d9c135,AI기본계획 초안,7,2026-06-19,https://www8.cao.go.jp/cstp/stmain/20260619ai.html,Japan
doc-4d6f5294fb38,인권과 새로운·신흥 디지털 기술,19,2026-06-18,https://www.mofa.go.kr/www/brd/m_29691/view.do?seq=287,United Nations
doc-04e1b292c90a,은행·보험업 AI 안전 개발·활용 지도의견,24,2026-06-18,https://www.nfra.gov.cn/cn/view/pages/governmentDetail.html?docId=1261784&generaltype=1&itemId=861&utm_source=chatgpt.com,China
doc-32d4c1ddf78a,서울특별시 인공지능 활용 윤리 지침,8,2026-06-18,https://iaae.ai/research/?bmode=view&idx=171888358,South Korea
doc-1aef7a0528c8,미성년자를 위한 더 안전한 디지털 공간에 관한 정상 촉구문,7,2026-06-17,https://www.elysee.fr/en/G7evian/2026/06/17/leaders-call-on-a-safer-digital-space-for-minors,G7
doc-eaa3c25cb650,더 균형 있고 지속가능하며 회복력 있는 성장을 위한 정상성명,9,2026-06-17,https://www.elysee.fr/en/G7evian/2026/06/17/leaders-statement-for-a-more-balanced-durable-resilient-growth,G7
doc-eb90cb877e9e,암 대응에 관한 정상 촉구문,5,2026-06-16,https://www.elysee.fr/en/G7evian/2026/06/16/leaders-call-on-the-fight-against-cancer,G7
doc-178262716624,베르시 AI·디지털국 DIAN 신설,7,2026-06-16,https://presse.economie.gouv.fr/bercy-cree-la-direction-de-lintelligence-artificielle-et-du-numerique/,France
doc-a942f70bf1e4,개인정보 및 소비자 데이터 보호법안 제출,12,2026-06-15,https://www.mofa.go.kr/www/brd/m_29692/view.do?seq=76,Canada
doc-7a178926baae,AI 도입 실행 가이드 / 정부의 책임 있는 AI 활용 정책 2.0,12,2026-06-15,https://www.mofa.go.kr/www/brd/m_29692/view.do?seq=79,Australia
doc-6f241b802c5c,UAE AI·데이터청 설치,9,2026-06-14,https://uaecabinet.ae/en/news/mohammed-bin-rashid-approves-establishing-artificial-intelligence-and-data-authority?utm_source=chatgpt.com,United Arab Emirates
doc-5d4a990e6cdb,G7 사회 커뮤니케: 노동·고용장관회의,5,2026-06-10,https://www.elysee.fr/en/G7evian/2026/06/10/g7-social-communique-labour-employment-ministers-meeting,G7
doc-949a01cfd2d3,안전한 소셜미디어 법안,11,2026-06-10,https://www.mofa.go.kr/www/brd/m_29692/view.do?seq=75,Canada
doc-214051afd797,AI 생성 콘텐츠 투명성 실천규범,13,2026-06-10,https://digital-strategy.ec.europa.eu/en/policies/code-practice-ai-generated-content,European Union
doc-5db55d5b421e,아시아 사회적 혁신에서의 AI 역할,9,2026-06-09,https://www.weforum.org/publications/ai-for-impact-the-role-of-artificial-intelligence-in-social-innovation-in-asia/,
doc-b0cc88e3d8f1,‘AI+소비’ 발전 가속화 실시의견,5,2026-06-09,https://scjss.mofcom.gov.cn/zlgh/zcfb/art/2026/art_e24c3760c5e3453199d2701febe7abbc.html?utm_source=chatgpt.com,China
doc-84560ccec3f9,국가안보 분야 AI 대통령각서 NSPM-11,17,2026-06-05,https://www.whitehouse.gov/presidential-actions/2026/06/national-security-presidential-memorandum-nspm-11/,United States
doc-781daa36fa4a,학습 미래 형성: AI 시대의 교육 준비도,13,2026-06-04,https://www.weforum.org/publications/shaping-the-future-of-learning-education-readiness-for-the-age-of-ai/,
doc-97a9ac152d30,캐나다 국가 AI 전략: 모두를 위한 AI 발표,13,2026-06-04,https://ised-isde.canada.ca/site/ised/en/canadas-national-artificial-intelligence-strategy-ai-all?auHash=8mI5xznotWcZHvnQzRk847GaU5pAo49WrIV7-JVUzXs,Canada
doc-317add1928a0,산업별 고품질 데이터셋 구축 행동 추진 실시방안,9,2026-06-03,https://www.mofa.go.kr/www/brd/m_29692/view.do?seq=63,China
doc-74c1d2bb6717,클라우드 및 AI 개발법,4,2026-06-03,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX%3A52026PC0502,European Union
doc-514010f7a3bc,첨단 AI 혁신 및 안보 촉진 행정명령(EO 14409),12,2026-06-02,https://www.whitehouse.gov/presidential-actions/2026/06/promoting-advanced-artificial-intelligence-innovation-and-security/,United States
doc-61e15a4254da,프로파일링을 포함한 자동화 의사결정 초안 지침 의견수렴,6,2026-05-29,https://ico.org.uk/about-the-ico/ico-and-stakeholder-consultations/2026/03/ico-consultation-on-the-draft-guidance-about-automated-decision-making-including-profiling/,United Kingdom
doc-c0b02ceb9819,AI 에이전트 인 액션,10,2026-05-26,https://www.weforum.org/publications/ai-agents-in-action-a-playbook-for-trusted-adoption-authorization-and-scaling/,
doc-055ff1245c38,인공지능 안전성 확보 가이드라인,15,2026-05-26,https://iaae.ai/research/?bmode=view&idx=171471905,South Korea
doc-eaad439e68ac,예비개발자 AI 윤리교육 연구,6,2026-05-22,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=6b4a196b69d9bee2&control_no=23c39acfc62de0b8&keyword=%EC%98%88%EB%B9%84%20%EA%B0%9C%EB%B0%9C%EC%9E%90%20%EC%9C%A4%EB%A6%AC%EA%B5%90%EC%9C%A1%20%EC%97%B0%EA%B5%AC,
doc-14c4b566f393,에이전틱 AI 모델 거버넌스 프레임워크 1.5,10,2026-05-20,https://www.imda.gov.sg/-/media/imda/files/about/emerging-tech-and-research/artificial-intelligence/mgf-for-agentic-ai.pdf,Singapore
doc-6d445f690a35,공익을 위한 AI 활용을 위한 싱가포르 국가 AI 전략 갱신 우선순위,7,2026-05-20,https://www.mddi.gov.sg/newsroom/update-to-singapore-s-national-ai-strategy--refreshed-priorities-to-harness-ai-for-the-public-good-factsheet/,Singapore
doc-d0cea10499b3,AI Act 제112조 제1항에 따른 금지 AI 관행 및 고위험 AI 목록 검토 보고서,18,2026-05-20,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX%3A52026DC0234,European Union
doc-57649f3d77fd,여성과 여아의 권리와 AI 및 관련 디지털 기술,15,2026-05-18,https://www.mofa.go.kr/www/brd/m_29691/view.do?seq=209,United Nations
doc-b5991466f0d6,에이전틱 AI 프로젝트 역할·책임 프레임워크,7,2026-05-18,https://uaecabinet.ae/en/news,United Arab Emirates
doc-e1f3b8f7f88b,AI 시대의 전략적 선택: 생명과학의 미래 형성,9,2026-05-13,https://www.weforum.org/publications/strategic-choices-in-the-age-of-ai-shaping-the-future-of-life-sciences/,
doc-f6b9c7d3a854,AI 시스템이 굿 거버넌스에 미치는 영향,17,2026-05-13,https://digitallibrary.un.org/record/4116034?ln=en&v=pdf,United Nations
doc-8ebf75dd49ec,도시 리더 필드가이드: AI 기반 시티버스 준비,8,2026-05-12,https://www.itu.int/epublications/en/publication/city-leader-s-field-guide-preparing-for-the-ai-enabled-citiverse,ITU
doc-326cf96f11ed,AI와 시티버스 시대의 도시 미래 형성,8,2026-05-12,https://www.itu.int/epublications/en/publication/call-to-action-for-humanity-shaping-the-future-of-cities-in-the-age-of-ai-and-citiverse,ITU
doc-2f75814322ef,AI 기반 시티버스를 위한 글로벌 표준 협력,12,2026-05-12,https://s43678.pcdn.co/metaverse/wp-content/uploads/2026/06/Outcome-document-of-the-Citiverse-Assembly-Collaboration-on-Global-Standards-for-the-AI-Enabled-Citiverse.pdf,ITU
doc-c9681be13f4a,"AI, 공간지능 및 AI 기반 시티버스에 관한 고위급 브리핑",8,2026-05-12,https://www.itu.int/epublications/en/publication/executive-briefing-ai-spatial-intelligence-and-the-ai-enabled-citiverse,ITU
doc-269522153158,"디지털 대사관을 위한 요건, 전략 및 신뢰 프레임워크",6,2026-05-11,https://www.weforum.org/publications/ai-infrastructure-in-the-age-of-sovereignty-requirements-strategies-and-a-trusted-framework-for-digital-embassies/,
doc-c197704f74e1,유네스코 AI 태스크팀,8,2026-05-11,https://unesdoc.unesco.org/ark:/48223/pf0000398136?posInSet=1&queryId=fb011696-4ee2-4b6b-91a2-b775957376cb,UNESCO
doc-83c70c925a83,지능형 에이전트의 표준화 응용 및 혁신 발전 실시의견,11,2026-05-08,https://www.cac.gov.cn/2026-05/08/c_1779979789523320.htm,China
doc-677deeca9fc9,방어자 역량 강화: 사이버보안을 위한 AI,7,2026-05-04,https://www.weforum.org/publications/empowering-defenders-ai-for-cybersecurity/,
doc-d3d9b239cdde,인공지능 영향평가 가이드라인,7,2026-05-03,https://iaae.ai/research/?bmode=view&idx=171118923,South Korea
doc-15636b177e29,온라인상 미성년자 보호,3,2026-04-27,https://www.elysee.fr/en/G7evian/2026/04/27/the-protection-of-minors-online-a-priority-championed-by-france-during-its-g7-presidency,G7
doc-0028577f6873,AI와 증거기반 정책,10,2026-04-25,https://iris.who.int/server/api/core/bitstreams/90bc869b-714b-4c61-8ca0-62bc6e9a2c39/content,
doc-cbe3f3e447c1,인공지능과 아동 권리에 대한 공동성명,5,2026-04-22,https://iaae.ai/research/?bmode=view&idx=170970022,ITU
doc-5c06080930b9,EU 보건시스템 AI 준비도 평가 보고서,17,2026-04-20,https://www.who.int/europe/publications/i/item/WHO-EURO-2026-12707-52481-81471?utm_source=chatgpt.com,
doc-a72a50aa3138,2018년 데이터보호법: AI 및 자동화 의사결정 실천규범 규정 2026,9,2026-04-16,https://www.legislation.gov.uk/uksi/2026/425/pdfs/uksi_20260425_en.pdf?utm_source=chatgpt.com,United Kingdom
doc-452a82a01d07,2018년 데이터보호법: AI 및 자동화 의사결정 실천규범 규정 2026,9,2026-04-16,https://www.legislation.gov.uk/uksi/2026/425/contents/made,United Kingdom
doc-652ae83956b5,AI 의인화 상호작용 서비스 관리 잠정방법,11,2026-04-10,https://www.cac.gov.cn/2026-04/10/c_1777558395078289.htm,China
doc-727ae0439fc8,미국 AI 수출 프로그램 사전 구성 컨소시엄(Pre-set Consortia) 제안서 모집,6,2026-04-10,https://www.federalregister.gov/documents/2026/04/10/2026-06952/american-ai-exports-program-call-for-proposals-for-pre-set-consortia,United States
doc-08e94559cc33,지방·지역 당국의 AI 활용 역량 강화,18,2026-04-01,https://search.coe.int/cm#{%22CoEIdentifier%22:[%2209125948802ae993%22],Council of Europe
doc-2e5a546ecd68,인공지능기본법 지원데스크 사례집,6,2026-04-01,https://iaae.ai/research/?bmode=view&idx=170644595,South Korea
doc-0ded8ba757e0,AI 사업자 가이드라인 제1.2판,21,2026-03-31,https://www.meti.go.jp/shingikai/mono_info_service/ai_shakai_jisso/20260331_report.html,Japan
doc-99b8239a5f41,캘리포니아 SB 295 (캘리포니아 알고리즘 담합 방지 법 2025),6,2026-03-17,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260SB295,United States
doc-83a471c45a43,히로시마 AI 프로세스 프렌즈 그룹 2026 행동계획,14,2026-03-16,https://www.soumu.go.jp/hiroshimaaiprocess/pdf/document11_en.pdf,
doc-c2f9c3a050db,AI 시대의 조직 전환: AI 잠재력 극대화 방안,6,2026-03-16,https://www.weforum.org/publications/organizational-transformation-in-the-age-of-ai-how-organizations-maximize-ais-potential/,
doc-cd9a0409cf46,2026년도 정부업무보고,4,2026-03-05,https://www.moj.gov.cn/pub/sfbgw/zwgkztzl/2026nianzhuanti/2026qglh0206/lhjj20260206/lhjjyw20260206/202603/t20260313_532786.html?utm_source=chatgpt.com,China
doc-6c1c6b465281,캘리포니아 SB 11 (인공지능 기술),3,2026-03-02,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260SB11,United States
doc-8a6436141fd2,뉴델리 정상회의 핵심 성과물,8,2026-02-21,https://impact.indiaai.gov.in/outcome-resources,
doc-97715709df3c,뉴델리 선언,17,2026-02-21,https://www.mea.gov.in/bilateral-documents.htm?dtl/40809,
doc-54f1d311cd64,2026 뉴델리 이사회 공동의장 요약 성명,13,2026-02-20,https://www.mofa.go.kr/www/brd/m_29691/view.do?seq=115,GPAI
doc-737c91c99d69,OECD.AI 지수,13,2026-02-19,https://www.oecd.org/content/dam/oecd/en/publications/reports/2026/02/oecd-ai-observatory-index_8f5fa0f2/32c01014-en.pdf,OECD
doc-18d01b0f939a,2025년까지의 AI 벤처캐피털 투자,7,2026-02-17,https://www.oecd.org/content/dam/oecd/en/publications/reports/2026/02/venture-capital-investments-in-artificial-intelligence-through-2025_3bcb227f/a13752f5-en.pdf,OECD
doc-b8bded843ecf,2025년 군사 영역 책임 있는 AI 지역협의에 관한 고찰,18,2026-02-02,https://unidir.org/publication/the-global-prism-of-military-ai-governance-reflections-from-the-2025-regional-consultations-on-responsible-ai-in-the-military-domain/,United Nations
doc-af6687102eb6,조지아 SB 9 (불법 AI 활동 책무법),11,2026-01-28,https://www.legis.ga.gov/legislation/69351,United States
doc-76ce9fb4c402,싱가포르 · 에이전틱 AI 모델 AI 거버넌스 프레임워크,18,2026-01-22,https://www.imda.gov.sg/resources/press-releases-factsheets-and-speeches/press-releases/2026/new-model-ai-governance-framework-for-agentic-ai,Singapore
doc-880e13f2dc6b,캘리포니아 AB 682 (의료보장 Reporting 2025),8,2026-01-22,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB682,United States
doc-932e2284d518,캘리포니아 AB 512 (의료보장: 사전승인 2025),20,2026-01-22,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB512,United States
doc-808226d4ad84,미국 하원법안 HR 5784인공지능 Wisdom Innovative Small Enterprises 법 2025,14,2026-01-20,https://www.congress.gov/bill/119th-congress/house-bill/5784,United States
doc-13b2595f83c4,미국 하원법안 HR 7064AI 의료 Efficiency · 연구 법 2025,8,2026-01-14,https://www.congress.gov/bill/119th-congress/house-bill/7064,United States
doc-006c89cae288,학생 수행평가 AI 활용 관리 방안,3,2026-01-06,https://www.moe.go.kr/boardCnts/viewRenew.do?boardID=294&boardSeq=104984&lev=0&searchType=null&statusYN=W&page=1&s=moe&m=020402&opType=N,South Korea
doc-42751b289abf,2026 글로벌 AI·안보·윤리 회의 의제,19,2026-01-01,https://unidir.org/event/global-conference-on-ai-security-and-ethics-2026/,United Nations
doc-d608998f2945,아동과 부모의 AI 이용 및 우려 현황,6,2026-01-01,https://www.unicef.org/innocenti/media/13266/file/UNICEF-Innocenti-AI-Brief-2026.pdf,United Nations
doc-1b9b743b64db,AI 기반 시티버스를 위한 글로벌 표준 협력,10,2026-01-01,https://www.itu.int/epublications/en/publication/collaboration-on-global-standards-for-the-ai-enabled-citiverse,ITU
doc-f84aa1ea21bc,AI 기반 시티버스: AI 시대 도시를 위한 전략 청사진,7,2026-01-01,https://s43678.pcdn.co/metaverse/wp-content/uploads/2026/05/AI-Enabled-Citiverse-A-Strategic-Blueprint-for-Cities-in-the-Age-of-AI.pdf,ITU
doc-529cdeb90f22,남성의 참여와 폭력 종식,11,2026-01-01,https://www.unwomen.org/sites/default/files/2026-05/engaging-men-ending-violence-en.pdf,United Nations
doc-18ab778c336b,"AI 시대 온라인 폭력의 영향, 양상 및 구제",7,2026-01-01,https://www.unwomen.org/sites/default/files/2026-04/tipping-point-online-violence-impacts-manifestations-and-redress-en.pdf,United Nations
doc-92ef91e4d09d,AI: 우리는 여전히 생각할 필요가 있는가?,5,2026-01-01,https://unesdoc.unesco.org/ark:/48223/pf0000397871_eng?posInSet=12&queryId=07e59dd1-1e4c-482b-ba7d-f4a63bc328a7,UNESCO
doc-2e9f2806cc9f,"광고, AI와 글로벌 정보 위기",12,2026-01-01,https://digitallibrary.un.org/record/4112228?ln=en&v=pdf,United Nations
doc-ab1c59ffc200,2030년까지 가능한 AI 발전 경로 탐색,4,2026-01-01,https://www.oecd.org/content/dam/oecd/en/publications/reports/2026/02/exploring-possible-ai-trajectories-through-2030_b6fb75d9/cb41117a-en.pdf,GPAI
doc-73383f61ca91,언론에 보도된 AI 사고와 위험 동향,8,2026-01-01,https://www.oecd.org/content/dam/oecd/en/publications/reports/2026/02/trends-in-ai-incidents-and-hazards-reported-by-the-media_7c824ca9/4f5ff43c-en.pdf,GPAI
doc-223596f63040,AI와 아동 성착취·학대 이슈 브리프,20,2026-01-01,https://www.unicef.org/reports/artificial-intelligence-and-child-sexual-abuse-and-exploitation,United Nations
doc-2044a109af36,유럽연합 AI 조정계획 이행 진전 제2권,6,2026-01-01,https://www.oecd.org/content/dam/oecd/en/publications/reports/2025/11/progress-in-implementing-the-european-union-coordinated-plan-on-artificial-intelligence-volume-2_92ec8756/3ac96d41-en.pdf,OECD
doc-1b2775e4d427,ASEAN 디지털 마스터플랜 2030,24,2026-01-01,https://asean.org/wp-content/uploads/2026/01/ASEAN-Digital-Master-Plan-2030-final-2026.pdf,ASEAN
doc-746bbdbc53ca,기술직업훈련의 디지털 전환과 AI 통합 전략,6,2026-01-01,https://unesdoc.unesco.org/ark:/48223/pf0000398015?posInSet=25&queryId=07e59dd1-1e4c-482b-ba7d-f4a63bc328a7,UNESCO
doc-afdc736c018c,판사를 위한 AI 핵심 안내서,11,2026-01-01,https://unesdoc.unesco.org/ark:/48223/pf0000396991?posInSet=24&queryId=07e59dd1-1e4c-482b-ba7d-f4a63bc328a7,UNESCO
doc-c3c06aa18602,AI 기업 데이터 이니셔티브의 2025년 글로벌 인사이트,20,2026-01-01,https://unesdoc.unesco.org/ark:/48223/pf0000397817,UNESCO
doc-33ff36b6d856,학습자 중심 교육에서의 인공지능 윤리,11,2026-01-01,https://unesdoc.unesco.org/ark:/48223/pf0000397854,UNESCO
doc-48c7c427e304,AI 준비도 표준 프레임워크 분석 보고서,10,2026-01-01,https://www.itu.int/hub/publication/t-ai4g-ai4good-2025-6/,ITU
doc-4419bacf1ca3,짐바브웨 국가 인공지능 전략 2026–2030,3,2026-01-01,https://api.oecdai.org/storage/policy-initiatives/Apr2026/117ojpi25umobii557-Zimbabwe%20National%20Artificial%20Intelligence%20Strategy.pdf,Zimbabwe
doc-201473e09895,스웨덴 AI 전략,3,2026-01-01,https://www.government.se/information-material/2026/02/swedens-ai-strategy/,Sweden
doc-17a25a9c0f6d,산토도밍고 선언(2026),10,2026-01-01,https://api.oecdai.org/storage/policy-initiatives/Jul2026/117ojp1rjqpms92104b-7.%20Declaracio%C3%8C%C2%81n_Santo%20Domingo_ES.pdf,
doc-b06fe945255b,캐나다 SOPHOS AI 언어학습 도구,2,2026-01-01,https://oecd.ai/en/dashboards/policy-initiatives/sophos,Canada
doc-444148285905,아르헨티나 공공행정 프롬팅 가이드,17,2026-01-01,https://oecd.ai/en/dashboards/policy-initiatives/prompting-guide-for-public-administration,Argentina
doc-f784a655bc98,아르헨티나 ONTI AI 에이전트 가이드라인,15,2026-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ontis-ai-agents-guidelines,Argentina
doc-f1fcba060a5f,페루 국가 인공지능 전략 2026-2030,2,2026-01-01,https://www.gob.pe/institucion/pcm/informes-publicaciones/8408055-estrategia-nacional-de-inteligencia-artificial-2026-2030,Peru
doc-6174246d6fa0,그리스 AI법 5321/2026,9,2026-01-01,https://search.et.gr/fek/?fekId=802524,Greece
doc-de26ce79e678,아르헨티나 코르도바 IPS AI 정책분석 에이전트,2,2026-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ips-cordoba-assistant-—-ai-policy-analysis-agent-for-social-progress-governance,Argentina
doc-ef406818721e,HUDERIA AI 위험·영향 평가 방법론,9,2026-01-01,https://api.oecdai.org/storage/policy-initiatives/Jul2026/117ojpl71amr247pfc-PREMS%20002726%20GBR%202006%20Huderia%20Texte%20Web%20A4.pdf,
doc-aa6f335a7d7c,이집트 국가 AI 거버넌스 프레임워크 가이드,15,2026-01-01,https://api.oecdai.org/storage/policy-initiatives/Mar2026/117ojp1ilnxmmvt17yj-Guide%20to%20Egypt%C3%A2%C2%80%C2%99s%20National%20AI%20Governance%20Framework%2015-3-2026.pdf,Egypt
doc-045c739a736a,바티칸 · Encyclical letter Magnifica Humanitas,10,2026-01-01,https://api.oecdai.org/storage/policy-initiatives/Jun2026/117ojpjnr8mpzdfqn6-Magnificas%20humanitas.pdf,Vatican City
doc-cec75ad2e426,이집트 국가 생성형 AI 가이드라인,19,2026-01-01,https://api.oecdai.org/storage/policy-initiatives/Mar2026/117ojp1ilnxmmt6uvx9-EGYPT%20National%20Generative%20Ai-V5.0_EN%2015-3-2026.pdf,Egypt
doc-a067dd3057bd,이집트 국가 신뢰할 수 있고 책임 있는 AI 가이드라인,23,2026-01-01,https://api.oecdai.org/storage/policy-initiatives/Mar2026/117ojp1ilnxmmvseo01-Egypt%20National%20Guidelines%20for%20Trustworthy%20and%20Responsible%20AI.pdf,Egypt
doc-5cd354f5cfaf,라트비아 Bioeconomy R&I 전략,2,2026-01-01,https://oecd.ai/en/dashboards/policy-initiatives/bioeconomy-strategy-for-randi,Latvia
