id,title,country,flag,published,canonical_url,org,member_count,in_scope,safety_score
doc-aebd0e882194,AI와 개인금융,OECD,,2026-07-21,https://www.oecd.org/en/publications/artificial-intelligence-and-personal-finance_2858fdf4-en.html,OECD / OECD International Network on Financial Education(OECD/INFE),1,True,7
doc-2990f2381725,Science: A New Golden Age 보고서,United States,🇺🇸,2026-07-21,https://www.whitehouse.gov/science/,"미국 백악관 과학기술정책실(Office of Science and Technology Policy, OSTP)",1,False,7
doc-0d97f50e5b78,정부의 생성형 AI 실험,OECD,,2026-07-20,https://www.oecd.org/content/dam/oecd/en/publications/reports/2026/07/generative-ai-experimentation-in-government_706b6f2b/42815683-en.pdf,OECD / Directorate for Public Governance,1,True,13
doc-e89a7e0042d2,AI 소비자 안전 우선과제,Australia,🇦🇺,2026-07-20,https://www.mofa.go.kr/www/brd/m_29692/view.do?seq=99,호주 연방정부(Australian Government) / 산업·과학·자원부 등 관계부처,1,True,12
doc-1176892a6521,세계인공지능협력기구(WAICO) 설립 협정 서명,,,2026-07-17,https://english.www.gov.cn/news/202607/17/content_WS6a59a226c6d00ca5f9a0c432.html,중국 국무원(State Council of the People’s Republic of China) 정부 홈페이지 / Xinhua,1,True,13
doc-3a76721c0e46,[UN] 군사 영역 AI와 국제평화·안보 함의에 관한 비공식 의견교환 관련 국가 견해 취합,United Nations,🇺🇳,2026-07-17,https://digitallibrary.un.org/record/4123862?ln=en,유엔 총회 제1위원회(First Committee) / 유엔 사무국,1,True,10
doc-105e43a90f08,호주 AI 표준,Australia,🇦🇺,2026-07-15,https://www.pm.gov.au/media/ai-australias-interests,호주 연방정부(Australian Government) / 총리내각부(Department of the Prime Minister and Cabinet),1,True,6
doc-a288feee8500,GOLD EAGLE 이니셔티브,United States,🇺🇸,2026-07-14,https://www.whitehouse.gov/releases/2026/07/white-house-launches-gold-eagle-initiative-for-unprecedented-cybersecurity-vulnerability-coordination/,미국 백악관(The White House) / 재무부·국토안보부(CISA)·전쟁부 등 연방기관,1,True,4
doc-c93c67532f8b,[일본] AI 기본계획,Japan,🇯🇵,2026-07-14,https://www8.cao.go.jp/cstp/ai/ai_plan/ai_plan.html?utm_source=chatgpt.com,일본 내각(Cabinet of Japan) / 내각부(Cabinet Office),2,True,2
doc-190c95b32201,생성형 AI 서비스 이용자를 위한 개인정보 보호 가이드,South Korea,🇰🇷,2026-07-13,https://www.pipc.go.kr/np/cop/bbs/selectBoardArticle.do?bbsId=BS074&mCode=C020010000&nttId=12084#LINK,개인정보보호위원회,1,False,5
doc-376af88ef26d,AI 보안 레드티밍 가이드,South Korea,🇰🇷,2026-07-11,https://www.kisa.or.kr/401/form?postSeq=3713#fnPostAttachDownload,과기부/KISA,1,True,10
doc-f8c5463994a7,AI 보안 위협 대응 매뉴얼,South Korea,🇰🇷,2026-07-11,https://www.kisa.kr/401/form?postSeq=3712#fnPostAttachDownload,과기부/KISA,1,True,10
doc-25d33d9f2f4c,AI의 총편익과 분배,IMF,,2026-07-10,https://www.imf.org/-/media/files/publications/wp/2026/english/wpiea2026147.pdf,국제통화기금(IMF) 역량개발연구소(Institute for Capacity Development),1,False,2
doc-f2a83a3d538d,"AI, 문화적 권리와 발전권",United Nations,🇺🇳,2026-07-08,https://digitallibrary.un.org/record/4123722?ln=en&v=pdf,유엔 인권이사회(Human Rights Council) / 발전권 전문가 메커니즘(Expert Mechanism on the Right to Development),1,True,13
doc-4c7540edaa9a,AI 시대의 역량,OECD,,2026-07-08,https://www.oecd.org/content/dam/oecd/en/publications/reports/2026/07/skills-in-the-ai-age_e8d8c1e6/972bd15e-en.pdf,OECD / OECD-Korea Digital Society Initiative,1,False,-4
doc-f536fcf3ec41,사이버보안 및 AI 행동계획,European Union,🇪🇺,2026-07-07,https://digital-strategy.ec.europa.eu/en/library/eu-action-plan-cybersecurity-and-artificial-intelligence,유럽연합 집행위원회(European Commission),1,True,10
doc-fa7ffadddad1,제1차 글로벌 AI 거버넌스 대화 개막 발표자료,United Nations,🇺🇳,2026-07-06,https://www.un.org/global-dialogue-ai-governance/sites/default/files/2026-07/global_dialogue_press_release_en_0.pdf,유엔 / Global Dialogue on AI Governance,1,False,19
doc-d8de4e4774c8,인터넷정보서비스관리방법(개정 초안),China,🇨🇳,2026-07-03,https://www.cac.gov.cn/2026-07/03/c_1784822399677167.htm,"중국 국가인터넷정보판공실(Cyberspace Administration of China, CAC)",1,True,8
doc-cf2f44078112,AI 분야 유럽공동중요프로젝트(PIIEC) 공모,France,🇫🇷,2026-07-02,https://www.legifrance.gouv.fr/loda/id/JORFTEXT000054416926/,"프랑스 총리 / 투자총괄사무국(Secrétariat général pour l’investissement, SGPI)",1,True,5
doc-3a8329532a47,AI 독립국제과학패널 예비 보고서,United Nations,🇺🇳,2026-07-01,https://www.un.org/independent-international-scientific-panel-ai/sites/default/files/2026-07/en_Preliminary%20Report_.pdf,유엔 인공지능 독립국제과학패널(Independent International Scientific Panel on AI),1,True,8
doc-684b8df4c381,연방정부 Agentic AI 도입 프로젝트,United Arab Emirates,🇦🇪,2026-07-01,https://uaecabinet.ae/en/news/chaired-by-mansour-bin-zayed-ministerial-council-for-artificial-intelligence-and-development-reviews-plans-projects-on-transformation-to-adopting-agentic-ai-in-federal-government-operations,UAE Ministerial Council for Artificial Intelligence and Development,1,True,12
doc-5fd7ff2a28ca,금융부문 AI와 사이버보안,IMF,,2026-06-30,https://www.imf.org/en/publications/imf-notes/issues/2026/06/29/artificial-intelligence-and-cybersecurity-in-the-financial-sector-576706,국제통화기금(IMF),1,True,9
doc-46ea2481883f,AI와 시민참여의 미래,OECD,,2026-06-30,https://www.oecd.org/en/publications/artificial-intelligence-and-the-future-of-citizen-participation_a1ee2e0a-en.html,OECD / Bertelsmann Stiftung,1,True,13
doc-69d7a5330645,보건의료 AI 성과·거버넌스 분석 보고서,,,2026-06-29,https://www.weforum.org/publications/meaningful-outcomes-determine-the-winners-of-the-health-ai-race/,World Economic Forum / LSE Health,1,True,6
doc-f4a61b6fc270,AI 거버넌스: 전 세계 입법자를 위한 9가지 신흥 접근법,UNESCO,🇺🇳,2026-06-29,https://unesdoc.unesco.org/ark:/48223/pf0000398520?posInSet=39&queryId=07e59dd1-1e4c-482b-ba7d-f4a63bc328a7,UNESCO,1,True,20
doc-a0699a1d2616,제22차 ASEAN 과학기술혁신 장관회의 공동 미디어 성명,ASEAN,🌏,2026-06-26,https://asean.org/wp-content/uploads/2026/06/Finalised-DRAFT-JMS_AMMSTI22_26Jun2026.pdf,ASEAN / 제22차 ASEAN 과학기술혁신 장관회의(AMMSTI-22),1,True,2
doc-9f004098b877,제2차 Pax Silica 정상회의 성과,,,2026-06-26,https://www.state.gov/releases/office-of-the-spokesperson/2026/06/outcomes-of-the-second-pax-silica-summit/,미국 국무부 / Pax Silica,1,False,0
doc-0b764bbbb4e8,디지털 공공재로서의 AI 시스템,,,2026-06-25,https://www.un.org/digital-emerging-technologies/sites/www.un.org.digital-emerging-technologies/files/bootstrap/cdn_providers/AI_Systems_as_Digital_Public_Goods.pdf,유엔대학교 마카오연구소(UNU Macau) / 아시아개발은행(ADB) / 유엔 디지털·신흥기술사무소(UN ODET),1,True,17
doc-19a4eb2adfad,AI 기회 파트너십 공동성명,,,2026-06-25,https://www.state.gov/releases/under-secretary-for-economic-affairs/2026/06/joint-statement-on-ai-opportunity-partnership/,미국 국무부 / AI Opportunity Partnership 참여국,1,True,9
doc-75b073e8be65,금융서비스를 위한 AI 플레이북,,,2026-06-24,https://www.weforum.org/publications/the-ai-playbook-for-financial-services/,World Economic Forum / Accenture,1,True,10
doc-182f2e61de43,AI 시장의 최근 동향과 경쟁 이슈,OECD,,2026-06-24,https://www.oecd.org/content/dam/oecd/en/publications/reports/2026/07/artificial-intelligence-markets_cce1ac41/d531d73f-en.pdf,OECD,1,False,-4
doc-ac3d9942646f,AI 우선 운영체계,,,2026-06-23,https://www.weforum.org/publications/the-ai-first-operating-system-a-blueprint-for-operating-and-business-model-innovation/,World Economic Forum / Kearney,1,False,1
doc-a4213febbf36,아시아의 인간주도 AI(Human-led AI) 기회,,,2026-06-22,https://www.weforum.org/publications/asia-s-human-led-ai-opportunity-a-framework-for-transformation/,World Economic Forum / Accenture,1,True,8
doc-bf5c2fbd8737,AI와 초기 경력(Entry-Level) 일자리의 미래,,,2026-06-22,https://www.weforum.org/publications/artificial-intelligence-and-the-future-of-entry-level-work-a-framework-for-safeguarding-and-reinventing-early-career-pathways/,World Economic Forum / PwC,1,True,7
doc-ac0684564c17,약속에서 실행으로: 선거행정에서의 인공지능,United Nations,🇺🇳,2026-06-19,https://www.undp.org/publications/promise-practice-ai-electoral-administration,유엔개발계획(UNDP) / 유엔 정무·평화구축국 선거지원과(UN DPPA EAD),1,True,16
doc-99c6a5d9c135,AI기본계획 초안,Japan,🇯🇵,2026-06-19,https://www8.cao.go.jp/cstp/stmain/20260619ai.html,내각부 / AI전략본부,1,True,7
doc-4d6f5294fb38,인권과 새로운·신흥 디지털 기술,United Nations,🇺🇳,2026-06-18,https://www.mofa.go.kr/www/brd/m_29691/view.do?seq=287,유엔 인권최고대표사무소(OHCHR) / 유엔 인권이사회,1,True,19
doc-04e1b292c90a,은행·보험업 AI 안전 개발·활용 지도의견,China,🇨🇳,2026-06-18,https://www.nfra.gov.cn/cn/view/pages/governmentDetail.html?docId=1261784&generaltype=1&itemId=861&utm_source=chatgpt.com,"중국 국가금융감독관리총국(National Financial Regulatory Administration, NFRA)",1,True,24
doc-32d4c1ddf78a,서울특별시 인공지능 활용 윤리 지침,South Korea,🇰🇷,2026-06-18,https://iaae.ai/research/?bmode=view&idx=171888358,서울특별시,1,True,8
doc-1aef7a0528c8,미성년자를 위한 더 안전한 디지털 공간에 관한 정상 촉구문,G7,,2026-06-17,https://www.elysee.fr/en/G7evian/2026/06/17/leaders-call-on-a-safer-digital-space-for-minors,G7 정상 / G7 프랑스 의장국,1,True,7
doc-eaa3c25cb650,더 균형 있고 지속가능하며 회복력 있는 성장을 위한 정상성명,G7,,2026-06-17,https://www.elysee.fr/en/G7evian/2026/06/17/leaders-statement-for-a-more-balanced-durable-resilient-growth,G7 정상 / G7 프랑스 의장국,1,True,9
doc-eb90cb877e9e,암 대응에 관한 정상 촉구문,G7,,2026-06-16,https://www.elysee.fr/en/G7evian/2026/06/16/leaders-call-on-the-fight-against-cancer,G7 정상 / G7 프랑스 의장국,1,True,5
doc-aa230f1d5f3f,국가와 국민 서비스에서 AI 가속화 정책 발표,France,🇫🇷,2026-06-16,https://www.info.gouv.fr/actualite/accelerer-l-ia-dans-l-etat-et-au-service-des-francais,총리실 / 관계부처,1,False,-2
doc-178262716624,베르시 AI·디지털국 DIAN 신설,France,🇫🇷,2026-06-16,https://presse.economie.gouv.fr/bercy-cree-la-direction-de-lintelligence-artificielle-et-du-numerique/,경제·재무·산업·디지털주권부,1,True,7
doc-a942f70bf1e4,개인정보 및 소비자 데이터 보호법안 제출,Canada,🇨🇦,2026-06-15,https://www.mofa.go.kr/www/brd/m_29692/view.do?seq=76,캐나다 정부 / 의회,1,True,12
doc-7a178926baae,AI 도입 실행 가이드 / 정부의 책임 있는 AI 활용 정책 2.0,Australia,🇦🇺,2026-06-15,https://www.mofa.go.kr/www/brd/m_29692/view.do?seq=79,국가AI센터(National AI Centre) / 디지털전환청(DTA),1,True,12
doc-6f241b802c5c,UAE AI·데이터청 설치,United Arab Emirates,🇦🇪,2026-06-14,https://uaecabinet.ae/en/news/mohammed-bin-rashid-approves-establishing-artificial-intelligence-and-data-authority?utm_source=chatgpt.com,UAE 내각,1,True,9
doc-5d4a990e6cdb,G7 사회 커뮤니케: 노동·고용장관회의,G7,,2026-06-10,https://www.elysee.fr/en/G7evian/2026/06/10/g7-social-communique-labour-employment-ministers-meeting,G7 노동·고용장관회의 / G7 프랑스 의장국,1,True,5
doc-949a01cfd2d3,안전한 소셜미디어 법안,Canada,🇨🇦,2026-06-10,https://www.mofa.go.kr/www/brd/m_29692/view.do?seq=75,캐나다 정부 / 의회,1,True,11
doc-214051afd797,AI 생성 콘텐츠 투명성 실천규범,European Union,🇪🇺,2026-06-10,https://digital-strategy.ec.europa.eu/en/policies/code-practice-ai-generated-content,유럽위원회 AI Office,1,True,13
doc-5db55d5b421e,아시아 사회적 혁신에서의 AI 역할,,,2026-06-09,https://www.weforum.org/publications/ai-for-impact-the-role-of-artificial-intelligence-in-social-innovation-in-asia/,World Economic Forum / Schwab Foundation for Social Entrepreneurship,1,True,9
doc-b0cc88e3d8f1,‘AI+소비’ 발전 가속화 실시의견,China,🇨🇳,2026-06-09,https://scjss.mofcom.gov.cn/zlgh/zcfb/art/2026/art_e24c3760c5e3453199d2701febe7abbc.html?utm_source=chatgpt.com,상무부 등 8개 부처,1,True,5
doc-2df0266d4b38,[CISA 등] CAREFUL ADOPTION OF AGENTIC AI SERVICES,,,2026-06-09,https://iaae.ai/research/?bmode=view&idx=171721954,CISA 등,1,False,1
doc-ff90daa9fb46,영국 AI 하드웨어 계획,United Kingdom,🇬🇧,2026-06-08,https://www.gov.uk/government/publications/uk-ai-hardware-plan,과학혁신기술부(DSIT),1,False,0
doc-84560ccec3f9,국가안보 분야 AI 대통령각서 NSPM-11,United States,🇺🇸,2026-06-05,https://www.whitehouse.gov/presidential-actions/2026/06/national-security-presidential-memorandum-nspm-11/,백악관,1,True,17
doc-781daa36fa4a,학습 미래 형성: AI 시대의 교육 준비도,,,2026-06-04,https://www.weforum.org/publications/shaping-the-future-of-learning-education-readiness-for-the-age-of-ai/,World Economic Forum,1,True,13
doc-97a9ac152d30,캐나다 국가 AI 전략: 모두를 위한 AI 발표,Canada,🇨🇦,2026-06-04,https://ised-isde.canada.ca/site/ised/en/canadas-national-artificial-intelligence-strategy-ai-all?auHash=8mI5xznotWcZHvnQzRk847GaU5pAo49WrIV7-JVUzXs,혁신과학경제개발부(ISED) / 총리실,1,True,13
doc-83fcccf82116,AI 에너지 사용의 환경비용: 탄소·물·토지 발자국,United Nations,🇺🇳,2026-06-03,https://digitallibrary.un.org/record/4116063?ln=en&v=pdf,"United Nations University Institute for Water, Environment and Health(UNU-INWEH) / 유엔대학교 물·환경·보건연구소",1,False,-1
doc-317add1928a0,산업별 고품질 데이터셋 구축 행동 추진 실시방안,China,🇨🇳,2026-06-03,https://www.mofa.go.kr/www/brd/m_29692/view.do?seq=63,국가데이터국 등 관계부처,1,True,9
doc-74c1d2bb6717,클라우드 및 AI 개발법,European Union,🇪🇺,2026-06-03,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX%3A52026PC0502,EU,1,True,4
doc-514010f7a3bc,첨단 AI 혁신 및 안보 촉진 행정명령(EO 14409),United States,🇺🇸,2026-06-02,https://www.whitehouse.gov/presidential-actions/2026/06/promoting-advanced-artificial-intelligence-innovation-and-security/,백악관,2,True,12
doc-1671056e7f68,생성형 AI가 일자리·생산성·업무조직에 미치는 영향,,,2026-06-01,https://www.ilo.org/publications/impact-genai-jobs-productivity-and-work-organization-review-empirical,국제노동기구(ILO),1,False,-1
doc-3761a2bae092,G7 디지털·기술 장관선언,G7,,2026-05-29,https://g7g20-documents.org/fileadmin/G7G20_documents/2026/G7/France/Ministerial%20Meetings/IDT%20Ministers/1%20Ministers%27%20Language/G7%20Ministerial%20Declaration%20on%20Digital%20%26%20Technology_20260529.pdf,G7 디지털·기술장관회의 / G7 프랑스 의장국,1,False,10
doc-61e15a4254da,프로파일링을 포함한 자동화 의사결정 초안 지침 의견수렴,United Kingdom,🇬🇧,2026-05-29,https://ico.org.uk/about-the-ico/ico-and-stakeholder-consultations/2026/03/ico-consultation-on-the-draft-guidance-about-automated-decision-making-including-profiling/,정보위원회(ICO),1,True,6
doc-d3bf514ed782,AI 경쟁의 에너지 질주,,,2026-05-26,https://www.undp.org/publications/energy-sprint-ai-race,유엔개발계획(UNDP) / 옥스퍼드대학교 TIDE Centre 협력,1,False,-4
doc-c0b02ceb9819,AI 에이전트 인 액션,,,2026-05-26,https://www.weforum.org/publications/ai-agents-in-action-a-playbook-for-trusted-adoption-authorization-and-scaling/,World Economic Forum / Capgemini,1,True,10
doc-055ff1245c38,인공지능 안전성 확보 가이드라인,South Korea,🇰🇷,2026-05-26,https://iaae.ai/research/?bmode=view&idx=171471905,과학기술정보통신부,1,True,15
doc-eaad439e68ac,예비개발자 AI 윤리교육 연구,,,2026-05-22,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=6b4a196b69d9bee2&control_no=23c39acfc62de0b8&keyword=%EC%98%88%EB%B9%84%20%EA%B0%9C%EB%B0%9C%EC%9E%90%20%EC%9C%A4%EB%A6%AC%EA%B5%90%EC%9C%A1%20%EC%97%B0%EA%B5%AC,NC문화재단,1,True,6
doc-14c4b566f393,에이전틱 AI 모델 거버넌스 프레임워크 1.5,Singapore,🇸🇬,2026-05-20,https://www.imda.gov.sg/-/media/imda/files/about/emerging-tech-and-research/artificial-intelligence/mgf-for-agentic-ai.pdf,IMDA / AI Verify Foundation,1,True,10
doc-6d445f690a35,공익을 위한 AI 활용을 위한 싱가포르 국가 AI 전략 갱신 우선순위,Singapore,🇸🇬,2026-05-20,https://www.mddi.gov.sg/newsroom/update-to-singapore-s-national-ai-strategy--refreshed-priorities-to-harness-ai-for-the-public-good-factsheet/,디지털개발정보부(MDDI) / 국가AI위원회,1,True,7
doc-d0cea10499b3,AI Act 제112조 제1항에 따른 금지 AI 관행 및 고위험 AI 목록 검토 보고서,European Union,🇪🇺,2026-05-20,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX%3A52026DC0234,EU,1,True,18
doc-57649f3d77fd,여성과 여아의 권리와 AI 및 관련 디지털 기술,United Nations,🇺🇳,2026-05-18,https://www.mofa.go.kr/www/brd/m_29691/view.do?seq=209,UN 인권이사회 / 여성·여아 차별 실무그룹,1,True,15
doc-202c49726b8d,AI 인프라 경쟁 라운드테이블 집행요약,OECD,,2026-05-18,https://one.oecd.org/document/DAF/COMP/M(2025)3/ANN2/FINAL/en/pdf,OECD 경쟁위원회 / OECD 사무국,1,False,3
doc-b5991466f0d6,에이전틱 AI 프로젝트 역할·책임 프레임워크,United Arab Emirates,🇦🇪,2026-05-18,https://uaecabinet.ae/en/news,UAE 내각,1,True,7
doc-e1f3b8f7f88b,AI 시대의 전략적 선택: 생명과학의 미래 형성,,,2026-05-13,https://www.weforum.org/publications/strategic-choices-in-the-age-of-ai-shaping-the-future-of-life-sciences/,World Economic Forum / Boston Consulting Group,1,True,9
doc-f6b9c7d3a854,AI 시스템이 굿 거버넌스에 미치는 영향,United Nations,🇺🇳,2026-05-13,https://digitallibrary.un.org/record/4116034?ln=en&v=pdf,유엔 인권이사회 자문위원회,1,True,17
doc-592cc50d164f,회복력 있고 확장 가능한 AI 가치사슬 구축,,,2026-05-12,https://www.weforum.org/publications/building-resilient-and-scalable-ai-value-chains-a-nexus-strategy/,World Economic Forum,1,False,-1
doc-8ebf75dd49ec,도시 리더 필드가이드: AI 기반 시티버스 준비,ITU,,2026-05-12,https://www.itu.int/epublications/en/publication/city-leader-s-field-guide-preparing-for-the-ai-enabled-citiverse,ITU / Global Initiative on AI and Virtual Worlds – Discovering the Citiverse,1,True,8
doc-326cf96f11ed,AI와 시티버스 시대의 도시 미래 형성,ITU,,2026-05-12,https://www.itu.int/epublications/en/publication/call-to-action-for-humanity-shaping-the-future-of-cities-in-the-age-of-ai-and-citiverse,ITU / 3rd UN Virtual Worlds Day 참여 UN 기구 및 도시 전문가,1,True,8
doc-2f75814322ef,AI 기반 시티버스를 위한 글로벌 표준 협력,ITU,,2026-05-12,https://s43678.pcdn.co/metaverse/wp-content/uploads/2026/06/Outcome-document-of-the-Citiverse-Assembly-Collaboration-on-Global-Standards-for-the-AI-Enabled-Citiverse.pdf,ITU / European Commission / OASC / UNICC,1,True,12
doc-c9681be13f4a,"AI, 공간지능 및 AI 기반 시티버스에 관한 고위급 브리핑",ITU,,2026-05-12,https://www.itu.int/epublications/en/publication/executive-briefing-ai-spatial-intelligence-and-the-ai-enabled-citiverse,ITU / Global Initiative on AI and Virtual Worlds – Discovering the Citiverse,1,True,8
doc-269522153158,"디지털 대사관을 위한 요건, 전략 및 신뢰 프레임워크",,,2026-05-11,https://www.weforum.org/publications/ai-infrastructure-in-the-age-of-sovereignty-requirements-strategies-and-a-trusted-framework-for-digital-embassies/,World Economic Forum / Bain & Company,1,True,6
doc-c197704f74e1,유네스코 AI 태스크팀,UNESCO,🇺🇳,2026-05-11,https://unesdoc.unesco.org/ark:/48223/pf0000398136?posInSet=1&queryId=fb011696-4ee2-4b6b-91a2-b775957376cb,UNESCO / 유네스코 사무총장,1,True,8
doc-9ade1ff98432,제48차 ASEAN 정상회의 의장성명,ASEAN,🌏,2026-05-08,https://asean.org/wp-content/uploads/2026/05/FINAL-Chairs-Statement-of-the-48th-ASEAN-Summit-as-of-09-May-2026-1200H.pdf,ASEAN / 제48차 ASEAN 정상회의,1,False,-2
doc-83c70c925a83,지능형 에이전트의 표준화 응용 및 혁신 발전 실시의견,China,🇨🇳,2026-05-08,https://www.cac.gov.cn/2026-05/08/c_1779979789523320.htm,국가인터넷정보판공실(CAC) 등 관계부처,1,True,11
doc-677deeca9fc9,방어자 역량 강화: 사이버보안을 위한 AI,,,2026-05-04,https://www.weforum.org/publications/empowering-defenders-ai-for-cybersecurity/,World Economic Forum / KPMG,1,True,7
doc-3055daee7ef0,개인정보 영향평가 수행안내서,South Korea,🇰🇷,2026-05-03,https://iaae.ai/research/?bmode=view&idx=171122901,"개인정보보호위원회,KISA",1,False,5
doc-d2bedf31c095,생성형 인공지능의 저작물 학습에 대한 저작권법상 공정이용 안내서,South Korea,🇰🇷,2026-05-03,https://www.copyright.or.kr/information-materials/publication/research-report/view.do?brdctsno=55211,한국저작권위원회,1,False,5
doc-d3d9b239cdde,인공지능 영향평가 가이드라인,South Korea,🇰🇷,2026-05-03,https://iaae.ai/research/?bmode=view&idx=171118923,"과학기술정보통신부,KISDI",1,True,7
doc-15636b177e29,온라인상 미성년자 보호,G7,,2026-04-27,https://www.elysee.fr/en/G7evian/2026/04/27/the-protection-of-minors-online-a-priority-championed-by-france-during-its-g7-presidency,프랑스 G7 의장국,1,True,3
doc-0028577f6873,AI와 증거기반 정책,,,2026-04-25,https://iris.who.int/server/api/core/bitstreams/90bc869b-714b-4c61-8ca0-62bc6e9a2c39/content,세계보건기구(WHO),1,True,10
doc-cbe3f3e447c1,인공지능과 아동 권리에 대한 공동성명,ITU,,2026-04-22,https://iaae.ai/research/?bmode=view&idx=170970022,"ITU,CRC 등",1,True,5
doc-5c06080930b9,EU 보건시스템 AI 준비도 평가 보고서,,,2026-04-20,https://www.who.int/europe/publications/i/item/WHO-EURO-2026-12707-52481-81471?utm_source=chatgpt.com,WHO 유럽지역사무소(WHO Regional Office for Europe),1,True,17
doc-12f527370fc2,학교 차원의 디지털 도구 활용 조정,OECD,,2026-04-17,https://www.oecd.org/en/publications/co-ordinating-the-use-of-digital-tools-at-the-school-level_adacc4d1-en.html,OECD,1,False,0
doc-a72a50aa3138,2018년 데이터보호법: AI 및 자동화 의사결정 실천규범 규정 2026,United Kingdom,🇬🇧,2026-04-16,https://www.legislation.gov.uk/uksi/2026/425/pdfs/uksi_20260425_en.pdf?utm_source=chatgpt.com,의회 / 정보위원회(ICO),1,True,9
doc-452a82a01d07,2018년 데이터보호법: AI 및 자동화 의사결정 실천규범 규정 2026,United Kingdom,🇬🇧,2026-04-16,https://www.legislation.gov.uk/uksi/2026/425/contents/made,의회 / 정보위원회(ICO) 관련,1,True,9
