id,title,safety_score,published,canonical_url,safety_reasons
doc-7acb87e47698,캄보디아 Data EF AI 에이전트,-1,2026-08-05,https://data-analytic.mef.gov.kh/,-oecd-only
doc-c9f1d62a692e,보건의료데이터 활용 가이드라인,7,2026-08-04,https://iaae.ai/research/?bmode=view&idx=172866259,+iaae;+guideline|가이드라인|지침|(?<![a-z];+principle|원칙|권고|recommendati;-no-ai
doc-a6f2cb9bcb4d,가명정보 처리 가이드라인,7,2026-08-04,https://iaae.ai/research/?bmode=view&idx=172866208,+iaae;+guideline|가이드라인|지침|(?<![a-z];+privacy|개인정보|data\s*protecti;-no-ai;-bare-institution
doc-4d937cd6627c,브라질 GOV.BR 챗봇,1,2026-08-04,https://www.gov.br/gestao/pt-br/assuntos/noticias/2026/janeiro/governo-do-brasil-orienta-estudantes-sobre-resultado-do-enem-pela-caixa-postal-gov.br,-oecd-only;+guideline|가이드라인|지침|(?<![a-z]
doc-a56bf04a3713,비즈데이터,8,2026-08-04,https://bizdata.org.il/,-oecd-only;+regulat|규제;+guideline|가이드라인|지침|(?<![a-z];+principle|원칙|권고|recommendati;+licen[cs]|면허|등록\s*의무|provide
doc-72cd786b8e6c,이탈리아 재정 데이터 분석 AI 챗봇,1,2026-08-04,https://oecd.ai/en/dashboards/policy-initiatives/ai-chatbot-for-statistical-analyses-of-fiscal-data,-oecd-only;+transpar|투명|explainab|설명\s*가
doc-26af8b3f81e3,캄보디아 크메르 eKYC OCR API,-1,2026-08-03,https://ai.techostartup.center/ocr,-oecd-only
doc-07e58207b401,EU AI 투명성 의무 시행 안내,7,2026-08-02,https://commission.europa.eu/news-and-media/news/safer-and-more-transparent-ai-2026-08-02_en,+mofa;+guideline|가이드라인|지침|(?<![a-z];+oversight|감독|감사|audit|evalua;+transpar|투명|explainab|설명\s*가
doc-399ba9813be9,영국 국가 AI 인프라 로드맵,-3,2026-07-30,https://www.gov.uk/government/publications/uk-compute-roadmap,-oecd-only;+frontier\s*ai|프론티어|advanced\;-startup|스타트업|smes?\b|중소기업;-cluster|허브\s*조성|sandbox(?!.*;-industry-heavy
doc-e0ae92346808,일본 R&D 세액공제 제도,-4,2026-07-30,https://stripe.com/en-fr/resources/more/r-and-d-tax-in-japan,-oecd-only;-startup|스타트업|smes?\b|중소기업;-industry-heavy
doc-07116944780e,영국 중소기업 지원 계획,-8,2026-07-30,https://www.gov.uk/government/publications/backing-your-business-our-plan-for-small-and-medium-sized-businesses,-oecd-only;+guideline|가이드라인|지침|(?<![a-z];-startup|스타트업|smes?\b|중소기업;-competitiv|경쟁력|market\s*shar;-adopt(ion)?\b|도입\s*가속|활용\s*촉;-gdp|생산성|productivity|growth\;-industry-heavy;-industry-title
doc-331f8222df58,일본 오픈 이노베이션 촉진세제,-6,2026-07-29,https://www.meti.go.jp/english/policy/economy/Technical_Promotion/,-oecd-only;-startup|스타트업|smes?\b|중소기업;-invest(ment)?\b|투자\s*유치|vent;-industry-heavy
doc-e6a1aae6d48d,일본 IPA MITOU 프로그램,-6,2026-07-29,https://www.ipa.go.jp/en/it-talents/mitou/index.html,-oecd-only;-startup|스타트업|smes?\b|중소기업;-talent|인재\s*양성|skills\s*agen;-industry-heavy
doc-1758ec2a4fbc,일본 DX 투자촉진세제,-5,2026-07-29,https://www.meti.go.jp/policy/it_policy/dx/dx_zeisei.html,-oecd-only;-invest(ment)?\b|투자\s*유치|vent;-competitiv|경쟁력|market\s*shar
doc-a1babd1b0d2f,일본 AI·반도체 산업 강화 프레임워크,9,2024-11-22,https://www.meti.go.jp/english/policy/0704_001.pdf,-oecd-only;+\bsecurit|보안|사이버보안|cybersecu;+regulat|규제;+guideline|가이드라인|지침|(?<![a-z];+principle|원칙|권고|recommendati;+standard|표준|iso/?iec;-invest(ment)?\b|투자\s*유치|vent
doc-fb07bf578d97,영국 총리 AI 태스크포스,14,2026-07-24,https://www.gov.uk/government/news/ai-to-power-change-at-the-heart-of-government-as-lord-vallance-appointed-chair-of-new-pm-ai-taskforce,+mofa;+\bai\s*safety\b|인공지능\s*안전|AI;+\bsecurit|보안|사이버보안|cybersecu;+governan|거버넌스;+\baisi\b|안전연구소|safety\s*inst;-gdp|생산성|productivity|growth\;+core+ai
doc-2990f2381725,《과학: 새로운 황금시대》 보고서,7,2026-07-21,https://www.whitehouse.gov/science/,+mofa;+guideline|가이드라인|지침|(?<![a-z];+principle|원칙|권고|recommendati;+standard|표준|iso/?iec;+transpar|투명|explainab|설명\s*가;-chip|반도체|compute\s*infr|데이터센;-industry-heavy
doc-efcb81730f45,포르투갈 사법 실용 안내서,1,2026-07-21,https://justica.gov.pt/Servicos/Guia-pratico-da-Justica,-oecd-only;+principle|원칙|권고|recommendati
doc-619422338ed1,프론티어 AI 이니셔티브,7,2026-07-21,https://digital-strategy.ec.europa.eu/en/news/commission-seeks-experts-forum-frontier-ai,"-oecd-only;+frontier\s*ai|프론티어|advanced\;+\bsafety\b|안전성|안전\s*확보;+governan|거버넌스;+(?:AI|인공지능).{0,12}(?:framewo;+oversight|감독|감사|audit|evalua;-startup|스타트업|smes?\b|중소기업;-adopt(ion)?\b|도입\s*가속|활용\s*촉;+core+ai"
doc-7ec4179a74f4,EU 스케일업 유럽 펀드,-1,2025-10-28,https://eic.ec.europa.eu/eic-fund/scaleup-europe-fund_en,"-oecd-only;+(?:AI|인공지능).{0,12}(?:framewo;-invest(ment)?\b|투자\s*유치|vent"
doc-38daaf2c1812,이탈리아 클라우드·사이버보안 바우처,-5,2026-07-20,https://www.mimit.gov.it/it/incentivi/sostegno-alla-domanda-di-servizi-di-cloud-computing-e-cyber-security,-oecd-only;+\bsecurit|보안|사이버보안|cybersecu;-startup|스타트업|smes?\b|중소기업;-adopt(ion)?\b|도입\s*가속|활용\s*촉;-gdp|생산성|productivity|growth\;-industry-heavy
doc-b9f1ad6a22e9,캐나다 부문별 인력 솔루션 프로그램 AI 사업,-2,2026-07-20,https://www.canada.ca/en/employment-social-development/programs/sectoral-workforce-solutions-program.html,-oecd-only;-agriculture|농업\s*AI|관광|touri
doc-ae66781a308a,이탈리아 R&D·혁신 세액공제 4.0,-1,2026-07-20,https://clean-energy-islands.ec.europa.eu/countries/italy/legal/other-clean-energy-supporting-policies/rdd-policies-40-research-and,-oecd-only
doc-3bd79d72ba6d,이탈리아 트랜지치오네 4.0 세액공제,-3,2026-07-20,https://www.italiadomani.gov.it/en/Interventi/investimenti/transizione-4-0.html,-oecd-only;-invest(ment)?\b|투자\s*유치|vent
doc-12bf422d4ee7,이탈리아 누오바 사바티니 디지털,-2,2026-07-20,https://www.mimit.gov.it/it/incentivi/agevolazioni-per-gli-investimenti-delle-pmi-in-beni-strumentali-nuova-sabatini,-oecd-only;+declarat|선언|convention|협약|조약;-startup|스타트업|smes?\b|중소기업;-industry-heavy
doc-8f18d9e6e83a,브라질 국가 데이터 인프라(NDI),8,2026-07-20,https://www.gov.br/governodigital/pt-br/infraestrutura-nacional-de-dados/governancadedados,-oecd-only;+\bsecurit|보안|사이버보안|cybersecu;+standard|표준|iso/?iec;+transpar|투명|explainab|설명\s*가;+privacy|개인정보|data\s*protecti
doc-6a56854c5ceb,스웨덴 · KB Lab,-1,2026-07-20,https://www.kb.se/forskning-pa-kb/kb-labb---ai-och-digital-forskning.html,-oecd-only
doc-b80516e29384,이탈리아 중소기업 보증기금,1,2026-07-20,https://finera.it/articoli/finanza-agevolata/fondo-garanzia-pmi-cos-e-come-funziona-come-richiederlo/,-oecd-only;+\brisk\b|위험\s*관리|위험관리|고위험|hi;+standard|표준|iso/?iec;+oversight|감독|감사|audit|evalua;-startup|스타트업|smes?\b|중소기업;-invest(ment)?\b|투자\s*유치|vent;-industry-heavy
doc-3f50166cfb5c,EU Apply AI 전략,-7,2026-07-20,https://digital-strategy.ec.europa.eu/en/library/commission-communication-apply-ai-strategy,"-oecd-only;+(?:AI|인공지능).{0,12}(?:framewo;-startup|스타트업|smes?\b|중소기업;-invest(ment)?\b|투자\s*유치|vent;-adopt(ion)?\b|도입\s*가속|활용\s*촉;-agriculture|농업\s*AI|관광|touri;-industry-heavy"
doc-1176892a6521,WAICO 설립 협정 보도,11,2026-07-17,https://english.www.gov.cn/news/202607/17/content_WS6a59a226c6d00ca5f9a0c432.html,+mofa;+governan|거버넌스;+principle|원칙|권고|recommendati;+bias|편향|discriminat|차별|fairn;+\bwaico\b|인공지능협력기구|ai\s*coop;+core+ai
doc-3685aac54067,영국 과학 AI 전략,1,2025-11-20,https://www.gov.uk/government/publications/ai-for-science-strategy/ai-for-science-strategy,+mofa
doc-1d0f6054cfa0,캐나다 공급업체 혁신 프로그램(VIP),3,2026-07-17,https://www.infoway-inforoute.ca/en/what-we-do/connected-care/industry-mobilization,-oecd-only;+\brisk\b|위험\s*관리|위험관리|고위험|hi;+standard|표준|iso/?iec;+oversight|감독|감사|audit|evalua;-startup|스타트업|smes?\b|중소기업;+core+ai
doc-a4cd7e76c3f2,영국 AI·디지털 스킬 부트캠프,-1,2026-07-17,https://www.skillsforcareers.education.gov.uk/pages/training-choice/skills-bootcamp,-oecd-only;+\bsecurit|보안|사이버보안|cybersecu;-startup|스타트업|smes?\b|중소기업;-industry-heavy
doc-9a8cb7aadf2a,캐나다 SR&ED 세액공제,-3,2026-07-17,https://www.canada.ca/en/revenue-agency/services/scientific-research-experimental-development-tax-incentive-program.html,-oecd-only;-invest(ment)?\b|투자\s*유치|vent
doc-344f7f96328d,캐나다 Scale AI 슈퍼클러스터,-10,2026-07-17,https://www.scaleai.ca/,-oecd-only;-startup|스타트업|smes?\b|중소기업;-invest(ment)?\b|투자\s*유치|vent;-adopt(ion)?\b|도입\s*가속|활용\s*촉;-cluster|허브\s*조성|sandbox(?!.*;-industry-heavy
doc-7fccf3d17336,캐나다 지역 인공지능 이니셔티브(RAII),-8,2026-07-17,https://www.canada.ca/en/prairies-economic-development/services/funding/regional-artificial-intelligence-initiative.html,-oecd-only;-startup|스타트업|smes?\b|중소기업;-adopt(ion)?\b|도입\s*가속|활용\s*촉;-cluster|허브\s*조성|sandbox(?!.*;-industry-heavy
doc-9db4277cc1b6,영국 Patent Box,3,2026-07-17,https://www.gov.uk/guidance/corporation-tax-the-patent-box,-oecd-only;+standard|표준|iso/?iec;+licen[cs]|면허|등록\s*의무|provide
doc-baa409bc0ce7,마드리드 PALOMA 고령자 외로움 조기탐지 사업,2,2026-07-17,https://oecd.ai/en/dashboards/policy-initiatives/paloma-artificial-intelligence-for-early-detection-of-unwanted-loneliness-in-older-adults-subnational-madrid,-oecd-only;+\brisk\b|위험\s*관리|위험관리|고위험|hi
doc-6f2006a4ccb0,메시나 도시 디지털 트윈(GDU),-1,2026-07-17,https://oecd.ai/en/dashboards/policy-initiatives/messina-urban-digital-twin-gdu-ai-enabled-urban-intelligence-platform-subnational-municipality-of-messina,-oecd-only
doc-05079bf2d8e0,영국 통합 R&D 세액공제·ERIS 안내,-4,2026-07-17,https://www.gov.uk/guidance/research-and-development-rd-tax-relief-the-merged-scheme-and-enhanced-rd-intensive-support,-oecd-only;-startup|스타트업|smes?\b|중소기업;-industry-heavy
doc-20abb1ef640e,캐나다 혁신 솔루션 프로그램(ISC),-4,2026-07-17,https://ised-isde.canada.ca/site/innovative-solutions-canada/en,-oecd-only;-startup|스타트업|smes?\b|중소기업;-industry-heavy
doc-cd9dc46cb6fd,영국 사기 위험평가 액셀러레이터,2,2026-07-17,https://ai.gov.uk/knowledge-hub/tools/fraud-risk-assessment-accelerator/?directTo=library,-oecd-only;+\brisk\b|위험\s*관리|위험관리|고위험|hi
doc-373524074bdc,영국 기업은행(BBB) 중소기업 금융·AI 도입 지원,-8,2026-07-17,https://www.british-business-bank.co.uk/start-your-journey/finance-finder,-oecd-only;-startup|스타트업|smes?\b|중소기업;-invest(ment)?\b|투자\s*유치|vent;-adopt(ion)?\b|도입\s*가속|활용\s*촉;-industry-heavy;-industry-title
doc-2ff763055922,캐나다 BDC Data to AI 프로그램,-3,2024-12-04,https://www.bdc.ca/en/solutions/lift,-oecd-only;+\bsecurit|보안|사이버보안|cybersecu;-startup|스타트업|smes?\b|중소기업;-adopt(ion)?\b|도입\s*가속|활용\s*촉;-industry-heavy
doc-9e28f24c197d,아르헨티나 국가 AI 비서 MIA,7,2026-07-17,https://www.argentina.gob.ar/noticias/se-presento-mia-el-primer-agente-de-inteligencia-artificial-del-estado-nacional,-oecd-only;+\bsecurit|보안|사이버보안|cybersecu;+principle|원칙|권고|recommendati;+oversight|감독|감사|audit|evalua;+transpar|투명|explainab|설명\s*가;+bias|편향|discriminat|차별|fairn;-startup|스타트업|smes?\b|중소기업;-industry-heavy
doc-36cad48af73a,캐나다 AI 성장 프로그램,-8,2026-07-17,https://ised-isde.canada.ca/site/ised/en/implementing-g7-ai-adoption-roadmap,-oecd-only;-startup|스타트업|smes?\b|중소기업;-adopt(ion)?\b|도입\s*가속|활용\s*촉;-cluster|허브\s*조성|sandbox(?!.*;-industry-heavy
doc-3196603b818e,그리스 AI 기반 전략적 인력계획,2,2026-07-17,https://oecd.ai/en/dashboards/policy-initiatives/ai-strategic-workforce-planning,-oecd-only;+safety-core-floor;+core+ai
doc-6a0d3fef5b67,영국 AI 연구 자원(AIRR),-3,2026-07-17,https://www.gov.uk/government/publications/ai-research-resource/airr-advanced-supercomputers-for-the-uk,-oecd-only;+frontier\s*ai|프론티어|advanced\;-startup|스타트업|smes?\b|중소기업;-invest(ment)?\b|투자\s*유치|vent;-industry-heavy
doc-6e58fc0e93d2,영국 AI 성장구역,-5,2026-07-17,https://www.gov.uk/government/collections/ai-growth-zones,-oecd-only;-invest(ment)?\b|투자\s*유치|vent;-adopt(ion)?\b|도입\s*가속|활용\s*촉
doc-af2b07a5000f,캐나다 AI 컴퓨팅 접근 기금,-6,2026-07-17,https://ised-isde.canada.ca/site/ised/en/canadian-sovereign-ai-compute-strategy/ai-compute-access-fund/program-guide-ai-compute-access-fund,-oecd-only;-startup|스타트업|smes?\b|중소기업;-adopt(ion)?\b|도입\s*가속|활용\s*촉;-industry-heavy
doc-dc83c033a26d,캐나다 AI Assist(IRAP),2,2026-07-17,https://nrc.canada.ca/en/support-technology-innovation/nrc-irap-support-smes-innovating-artificial-intelligence,-oecd-only;+\bethic|윤리;+responsible\s*ai|책임\s*있는\s*A;-startup|스타트업|smes?\b|중소기업;-adopt(ion)?\b|도입\s*가속|활용\s*촉;+safety-core-floor;+core+ai
doc-95f4b9c4b3e1,영국 보건 데이터 연구 서비스(HDRS),3,2026-07-16,https://wellcome.org/research-funding/funding-portfolio/major-initiatives/health-data-research-service,-oecd-only;+standard|표준|iso/?iec;+privacy|개인정보|data\s*protecti
doc-3ff058b2646d,영국 AI 스킬 허브,-5,2026-07-16,https://delivery.ai.gov.uk/,-oecd-only;-startup|스타트업|smes?\b|중소기업;-curriculum|교육\s*과정(?!.*윤리)|l;-industry-heavy
doc-cf2f44078112,프랑스 AI PIIEC 공모지침 승인 명령,5,2026-07-12,https://www.legifrance.gouv.fr/loda/id/JORFTEXT000054416926/,+mofa;+guideline|가이드라인|지침|(?<![a-z];+declarat|선언|convention|협약|조약
doc-25d33d9f2f4c,AI의 총편익과 분배,2,2026-07-10,https://www.imf.org/-/media/files/publications/wp/2026/english/wpiea2026147.pdf,+mofa;+regulat|규제;-invest(ment)?\b|투자\s*유치|vent
doc-3d4117f2cc4f,일본 NEDO 딥테크 스타트업 지원 프로그램(DTSU),0,2026-07-07,https://www.nedo.go.jp/english/activities/activities_ZZJP_100250.html,-oecd-only;+\brisk\b|위험\s*관리|위험관리|고위험|hi;+\bsecurit|보안|사이버보안|cybersecu;-startup|스타트업|smes?\b|중소기업;-invest(ment)?\b|투자\s*유치|vent;-industry-heavy;-industry-title
doc-ff8526c6ae58,일본 중소기업 노동력 절감 투자 보조금(일반형),-3,2026-07-07,https://it-shien.smrj.go.jp/applicant/subsidy/normal,-oecd-only;-gdp|생산성|productivity|growth\
doc-924f98265191,일본 GENIAC 프로그램,-3,2026-07-07,https://www.meti.go.jp/english/policy/mono_info_service/geniac/index.html,-oecd-only;+oversight|감독|감사|audit|evalua;-competitiv|경쟁력|market\s*shar;-cluster|허브\s*조성|sandbox(?!.*
doc-9598801e89fa,일본 디지털화·AI 도입 보조금 2026,-1,2026-07-07,https://it-shien.smrj.go.jp/,-oecd-only;+\bsecurit|보안|사이버보안|cybersecu;+standard|표준|iso/?iec;-startup|스타트업|smes?\b|중소기업;-adopt(ion)?\b|도입\s*가속|활용\s*촉;-industry-heavy
doc-79623939edde,일본 중소기업 노동력 절감 투자 보조금(카탈로그형),-10,2026-07-07,https://shoryokuka.smrj.go.jp/catalog/,-oecd-only;-startup|스타트업|smes?\b|중소기업;-invest(ment)?\b|투자\s*유치|vent;-adopt(ion)?\b|도입\s*가속|활용\s*촉;-gdp|생산성|productivity|growth\;-industry-heavy
doc-fa7ffadddad1,제1차 글로벌 AI 거버넌스 대화 개막 발표자료,19,2026-07-06,https://www.un.org/global-dialogue-ai-governance/sites/default/files/2026-07/global_dialogue_press_release_en_0.pdf,+mofa;+\bai\s*safety\b|인공지능\s*안전|AI;+\bsafety\b|안전성|안전\s*확보;+\bethic|윤리;+governan|거버넌스;+oversight|감독|감사|audit|evalua;+transpar|투명|explainab|설명\s*가;+core+ai;-news
doc-38fc80b176e5,유엔 기업과 인권 이행원칙,10,2026-07-02,https://api.oecdai.org/storage/policy-initiatives/Jul2026/117ojpl71amr3on898-guidingprinciplesbusinesshr_en.pdf,"-oecd-only;+regulat|규제;+principle|원칙|권고|recommendati;+(?:AI|인공지능).{0,12}(?:framewo;+oversight|감독|감사|audit|evalua;+human\s*rights|인권|문화적\s*권리"
doc-684b8df4c381,UAE 연방정부 Agentic AI 도입 회의 결과,12,2026-07-01,https://uaecabinet.ae/en/news/chaired-by-mansour-bin-zayed-ministerial-council-for-artificial-intelligence-and-development-reviews-plans-projects-on-transformation-to-adopting-agentic-ai-in-federal-government-operations,+mofa;+\bsecurit|보안|사이버보안|cybersecu;+governan|거버넌스;+regulat|규제;+principle|원칙|권고|recommendati;+core+ai
doc-388211be15f7,EU 기업 지속가능성 실사 지침(지침 2024/1760·CSDDD),5,2026-07-01,https://eur-lex.europa.eu/eli/dir/2024/1760,"-oecd-only;+guideline|가이드라인|지침|(?<![a-z];+(?:AI|인공지능).{0,12}(?:framewo;+human\s*rights|인권|문화적\s*권리"
doc-e32367b25d16,독일 SPARK,-1,2026-06-30,https://bmds.bund.de/aktuelles/pressemitteilungen/detail/deutschland-gewinnt-internationalen-ki-preis,-oecd-only
doc-a0699a1d2616,제22차 ASEAN 과학기술혁신 장관회의 공동 미디어 성명,2,2026-06-26,https://asean.org/wp-content/uploads/2026/06/Finalised-DRAFT-JMS_AMMSTI22_26Jun2026.pdf,+mofa;+governan|거버넌스;-invest(ment)?\b|투자\s*유치|vent;-competitiv|경쟁력|market\s*shar;+safety-core-floor;+core+ai
doc-ac3d9942646f,AI 우선 운영체계 백서,1,2026-06-23,https://www.weforum.org/publications/the-ai-first-operating-system-a-blueprint-for-operating-and-business-model-innovation/,+mofa
doc-b0cc88e3d8f1,중국 ‘AI+소비’ 발전 가속화 실시의견,1,2026-06-18,https://scjss.mofcom.gov.cn/zlgh/zcfb/art/2026/art_e24c3760c5e3453199d2701febe7abbc.html?utm_source=chatgpt.com,+mofa
doc-eaa3c25cb650,G7 균형·지속가능·회복력 성장 정상성명,9,2026-06-17,https://www.elysee.fr/en/G7evian/2026/06/17/leaders-statement-for-a-more-balanced-durable-resilient-growth,+mofa;+frontier\s*ai|프론티어|advanced\;+\bsecurit|보안|사이버보안|cybersecu;+declarat|선언|convention|협약|조약;+transpar|투명|explainab|설명\s*가;-gdp|생산성|productivity|growth\
doc-eb90cb877e9e,G7 암 대응 정상 촉구문,5,2026-06-16,https://www.elysee.fr/en/G7evian/2026/06/16/leaders-call-on-the-fight-against-cancer,+mofa;+declarat|선언|convention|협약|조약;+privacy|개인정보|data\s*protecti
doc-5d4a990e6cdb,G7 노동·고용장관회의 사회 커뮤니케,5,2026-06-10,https://www.elysee.fr/en/G7evian/2026/06/10/g7-social-communique-labour-employment-ministers-meeting,+mofa;+declarat|선언|convention|협약|조약;+bias|편향|discriminat|차별|fairn
doc-2df0266d4b38,[CISA 등] CAREFUL ADOPTION OF AGENTIC AI SERVICES,1,2026-06-09,https://iaae.ai/research/?bmode=view&idx=171721954,+iaae;-adopt(ion)?\b|도입\s*가속|활용\s*촉
doc-ff90daa9fb46,영국 AI 하드웨어 계획,-1,2026-06-08,https://www.gov.uk/government/publications/uk-ai-hardware-plan,+mofa;-chip|반도체|compute\s*infr|데이터센;-industry-heavy
doc-f80812d66d0f,독일 KMU-innovativ: 정보·통신기술(KMU-i: IKT),-4,2026-06-03,https://www.bmftr.bund.de/DE/Forschung/Gesellschaft/ZukunftDerArbeit/KmuInnovativ/kmu-innovativ-ikt/kmu-innovativ-ikt_node.html,-oecd-only;-startup|스타트업|smes?\b|중소기업;-industry-heavy;-industry-title
doc-9ea73b6624d0,미국 NSF SBIR/STTR AI 주제,3,2026-06-03,https://seedfund.nsf.gov/our-program/,-oecd-only;+trustworth(?:y)?\s*ai|신뢰\s*가;+transpar|투명|explainab|설명\s*가;+privacy|개인정보|data\s*protecti;-startup|스타트업|smes?\b|중소기업;+core+ai
doc-967d7fdbe1b7,미국 EDA 지역 기술·혁신 허브 프로그램(Tech Hubs),-3,2026-06-03,https://www.eda.gov/funding/programs/regional-technology-and-innovation-hubs,-oecd-only;-chip|반도체|compute\s*infr|데이터센
doc-1eabf3f769ad,독일 NHR 연합,-1,2026-06-03,https://www.nhr-verein.de/en/,-oecd-only
doc-967d7fdbe1b7,미국 EDA 지역 기술·혁신 허브 프로그램(Tech Hubs),-5,2026-06-03,https://www.eda.gov/funding/programs/regional-technology-and-innovation-hubs,-oecd-only;-competitiv|경쟁력|market\s*shar;-chip|반도체|compute\s*infr|데이터센
doc-2f5126e610cb,미국 노동부 AI 인력 지침(TEGL 03-25),4,2026-06-03,https://www.dol.gov/agencies/eta/advisories/tegl-03-25,"-oecd-only;+guideline|가이드라인|지침|(?<![a-z];+principle|원칙|권고|recommendati;+(?:AI|인공지능).{0,12}(?:framewo;-curriculum|교육\s*과정(?!.*윤리)|l;+core+ai"
doc-5bc26b45958b,독일 AI 생산 네트워크,-6,2026-06-03,https://www.mti.rwth-aachen.de/cms/mti/forschung/projekte/~bgzcfb/demonstrations-und-transfernetzwerk-ki-/?lidx=1,-oecd-only;-startup|스타트업|smes?\b|중소기업;-adopt(ion)?\b|도입\s*가속|활용\s*촉;-industry-heavy
doc-8fbb54d4160d,독일 ZIM 중소기업 중앙혁신 프로그램,-4,2026-06-02,https://www.bundeswirtschaftsministerium.de/Redaktion/EN/Artikel/SME-Sector/technology-neutral-project-support-01.html,-oecd-only;-startup|스타트업|smes?\b|중소기업;-industry-heavy;-industry-title
doc-9f4ecb085fa3,프랑스 청년 혁신기업(JEI·JEIR) 세제 제도,-4,2026-06-02,"https://entreprendre.service-public.gouv.fr/vosdroits/F31188#:~:text=Une%20JEIJEI%20%3A%20Jeune%20entreprise,produits%20sont%20sup%C3%A9rieurs%20aux%20charges).",-oecd-only;-startup|스타트업|smes?\b|중소기업;-industry-heavy
doc-b7f533f48b41,독일 연구개발 세액공제,2,2026-06-02,https://stip.oecd.org/innotax/incentives/DEU1,-oecd-only;+standard|표준|iso/?iec;-startup|스타트업|smes?\b|중소기업;+safety-core-floor;+core+ai
doc-f87aa5c03a2b,독일 EXIST 프로그램,-6,2026-06-02,https://exist.de/,-oecd-only;-startup|스타트업|smes?\b|중소기업;-invest(ment)?\b|투자\s*유치|vent;-industry-heavy
doc-1bed73440f5c,프랑스 연구세액공제(CIR),-4,2026-06-01,https://www.economie.gouv.fr/entreprises/trouver-des-aides-et-des-financements/les-aides-et-financements-pour-developper-son-entreprise/votre-entreprise-peut-elle-beneficier-du,-oecd-only;-startup|스타트업|smes?\b|중소기업;-industry-heavy
doc-c22389eda8a6,독일 JUPITER AI 팩토리(JAIF),-4,2026-06-01,https://www.fz-juelich.de/en/jsc/jupiter/jaif-jupiter-ai-factory,-oecd-only;-startup|스타트업|smes?\b|중소기업;-industry-heavy
doc-9f4ecb085fa3,프랑스 청년 혁신기업(JEI·JEIR) 세제 제도,-1,2026-06-01,"https://entreprendre.service-public.gouv.fr/vosdroits/F31188#:~:text=Une%20JEIJEI%20%3A%20Jeune%20entreprise,produits%20sont%20sup%C3%A9rieurs%20aux%20charges).",-oecd-only;+\bsecurit|보안|사이버보안|cybersecu;-startup|스타트업|smes?\b|중소기업;-industry-heavy
doc-83b14be843b1,독일 HammerHAI AI 팩토리,-6,2026-06-01,https://www.eurohpc-ju.europa.eu/ai-factories/germany_en,-oecd-only;-startup|스타트업|smes?\b|중소기업;-adopt(ion)?\b|도입\s*가속|활용\s*촉;-industry-heavy
doc-969710ca3aa2,프랑스 French Tech 2030 프로그램,2,2026-06-01,https://lafrenchtech.gouv.fr/fr/programme/french-tech-2030/#toc-description-du-programme,-oecd-only;+\bsecurit|보안|사이버보안|cybersecu
